recovery_id,loan_id,recovery_date,recovery_source,gross_recovery_amount,principal_recovery,interest_recovery,fee_recovery,source_reference
REC011288001,L011288,2024-08-20,Settlement,50244.85,50244.85,0,0,SETTLE-011288
REC011303001,L011303,2025-02-21,Settlement,17538.03,17538.03,0,0,SETTLE-011303
REC011321001,L011321,2025-01-23,Settlement,20484.89,20484.89,0,0,SETTLE-011321
REC011327001,L011327,2025-04-23,Settlement,34291.73,34291.73,0,0,SETTLE-011327
REC011329001,L011329,2024-03-24,Settlement,67767.83,67767.83,0,0,SETTLE-011329
REC011333001,L011333,2025-11-17,Legal Recovery,11178.02,11178.02,0,0,LEGAL-011333
REC011335001,L011335,2024-09-24,Settlement,31024.73,31024.73,0,0,SETTLE-011335
REC011336001,L011336,2024-04-24,Settlement,28279.93,28279.93,0,0,SETTLE-011336
REC011338001,L011338,2026-03-05,Collateral Liquidation,525978.52,358413.02,167565.5,0,COLL011338
REC011350001,L011350,2025-04-05,Legal Recovery,7478.79,7478.79,0,0,LEGAL-011350
REC011355001,L011355,2024-03-26,Settlement,153185.49,153185.49,0,0,SETTLE-011355
REC011359001,L011359,2024-06-27,Settlement,152174.99,152174.99,0,0,SETTLE-011359
REC011376001,L011376,2024-09-29,Settlement,172732.98,172732.98,0,0,SETTLE-011376
REC011393001,L011393,2025-04-12,Collateral Liquidation,63017.82,63017.82,0,0,COLL011393
REC011396001,L011396,2026-01-31,Settlement,25394.23,25394.23,0,0,SETTLE-011396
REC011401001,L011401,2024-05-31,Settlement,18614.32,18614.32,0,0,SETTLE-011401
REC011406001,L011406,2024-09-01,Settlement,22637.93,22637.93,0,0,SETTLE-011406
REC011414001,L011414,2024-05-02,Settlement,48320.74,48320.74,0,0,SETTLE-011414
REC011434001,L011434,2025-03-06,Settlement,18628.64,18628.64,0,0,SETTLE-011434
REC011442001,L011442,2024-04-04,Settlement,71066.88,71066.88,0,0,SETTLE-011442
REC011444001,L011444,2024-10-05,Settlement,51521.32,51521.32,0,0,SETTLE-011444
REC011445001,L011445,2024-04-04,Settlement,16029.9,16029.9,0,0,SETTLE-011445
REC011457001,L011457,2025-05-06,Settlement,28165.68,28165.68,0,0,SETTLE-011457
REC011465001,L011465,2024-04-06,Settlement,53255.96,53255.96,0,0,SETTLE-011465
REC011474001,L011474,2024-11-07,Settlement,63453.98,63453.98,0,0,SETTLE-011474
REC011475001,L011475,2024-10-08,Settlement,27781.85,27781.85,0,0,SETTLE-011475
REC011482001,L011482,2025-10-02,Collateral Liquidation,228467.99,204265.94,24202.05,0,COLL011482
REC011493001,L011493,2026-04-17,Legal Recovery,3735.04,3735.04,0,0,LEGAL-011493
REC011496001,L011496,2024-09-08,Settlement,17565.27,17565.27,0,0,SETTLE-011496
REC011511001,L011511,2024-10-11,Settlement,60868.49,60868.49,0,0,SETTLE-011511
REC011512001,L011512,2024-05-11,Settlement,31789.53,31789.53,0,0,SETTLE-011512
REC011516001,L011516,2025-06-11,Settlement,75451.64,75451.64,0,0,SETTLE-011516
REC011539001,L011539,2025-10-14,Settlement,89338.37,89338.37,0,0,SETTLE-011539
REC011547001,L011547,2024-08-13,Settlement,17984.28,17984.28,0,0,SETTLE-011547
REC011564001,L011564,2024-11-17,Settlement,11133.35,11133.35,0,0,SETTLE-011564
REC011570001,L011570,2025-03-18,Settlement,333146.21,333146.21,0,0,SETTLE-011570
REC011577001,L011577,2025-05-18,Settlement,29433,29433,0,0,SETTLE-011577
REC011579001,L011579,2025-08-19,Settlement,179962.69,179962.69,0,0,SETTLE-011579
REC011607001,L011607,2024-12-21,Settlement,20363.84,20363.84,0,0,SETTLE-011607
REC011614001,L011614,2025-03-22,Settlement,53320.55,53320.55,0,0,SETTLE-011614
REC011620001,L011620,2024-05-22,Settlement,228487.24,228487.24,0,0,SETTLE-011620
REC011628001,L011628,2024-07-22,Settlement,57042.54,57042.54,0,0,SETTLE-011628
REC011634001,L011634,2024-10-20,Legal Recovery,4405.5,4405.5,0,0,LEGAL-011634
REC011635001,L011635,2024-08-23,Settlement,33851.07,33851.07,0,0,SETTLE-011635
REC011637001,L011637,2025-03-23,Settlement,91748.22,91748.22,0,0,SETTLE-011637
REC011651001,L011651,2024-05-25,Settlement,22017.81,22017.81,0,0,SETTLE-011651
REC011657001,L011657,2025-10-26,Settlement,39480.02,39480.02,0,0,SETTLE-011657
REC011673001,L011673,2025-11-27,Settlement,102833.74,102833.74,0,0,SETTLE-011673
REC011678001,L011678,2025-09-27,Settlement,8550.77,8550.77,0,0,SETTLE-011678
REC011683001,L011683,2024-11-14,Legal Recovery,22774.09,22774.09,0,0,LEGAL-011683
REC011687001,L011687,2026-01-20,Legal Recovery,1237.11,1237.11,0,0,LEGAL-011687
REC011695001,L011695,2024-11-29,Settlement,8741.91,8741.91,0,0,SETTLE-011695
REC011704001,L011704,2025-09-30,Settlement,74147.6,74147.6,0,0,SETTLE-011704
REC011705001,L011705,2025-01-17,Legal Recovery,8638.66,8638.66,0,0,LEGAL-011705
REC011709001,L011709,2024-04-30,Settlement,45332.42,45332.42,0,0,SETTLE-011709
REC011712001,L011712,2024-09-30,Settlement,58398.32,58398.32,0,0,SETTLE-011712
REC011721001,L011721,2024-07-31,Settlement,104377.83,104377.83,0,0,SETTLE-011721
REC011723001,L011723,2024-05-01,Settlement,78053.55,78053.55,0,0,SETTLE-011723
REC011737001,L011737,2024-05-02,Settlement,27274.4,27274.4,0,0,SETTLE-011737
REC011738001,L011738,2024-12-02,Settlement,10242.39,10242.39,0,0,SETTLE-011738
REC011739001,L011739,2024-11-24,Collateral Liquidation,186089.86,157532.06,28557.8,0,COLL011739
REC011744001,L011744,2025-03-04,Settlement,20286.46,20286.46,0,0,SETTLE-011744
REC011746001,L011746,2024-06-02,Settlement,21640.72,21640.72,0,0,SETTLE-011746
REC011753001,L011753,2025-03-06,Settlement,60243.14,60243.14,0,0,SETTLE-011753
REC011763001,L011763,2025-03-06,Collateral Liquidation,325441.32,325441.32,0,0,COLL011763
REC011768001,L011768,2024-07-06,Settlement,81062.32,81062.32,0,0,SETTLE-011768
REC011769001,L011769,2024-08-30,Collateral Liquidation,596093.23,596093.23,0,0,COLL011769
REC011771001,L011771,2024-07-06,Settlement,17751.57,17751.57,0,0,SETTLE-011771
REC011780001,L011780,2026-02-05,Settlement,46215.37,46215.37,0,0,SETTLE-011780
REC011781001,L011781,2024-11-05,Settlement,39020.27,39020.27,0,0,SETTLE-011781
REC011794001,L011794,2025-05-07,Settlement,25450.4,25450.4,0,0,SETTLE-011794
REC011801001,L011801,2025-03-28,Collateral Liquidation,199902.78,182812.51,17090.27,0,COLL011801
REC011805001,L011805,2024-10-08,Settlement,118280.29,118280.29,0,0,SETTLE-011805
REC011808001,L011808,2025-08-07,Settlement,132655.37,132655.37,0,0,SETTLE-011808
REC011815001,L011815,2025-10-08,Settlement,2245.57,2245.57,0,0,SETTLE-011815
REC011816001,L011816,2024-07-09,Settlement,103450.24,103450.24,0,0,SETTLE-011816
REC011823001,L011823,2025-04-09,Settlement,19492.57,19492.57,0,0,SETTLE-011823
REC011842001,L011842,2025-04-10,Settlement,62153.86,62153.86,0,0,SETTLE-011842
REC011846001,L011846,2024-08-10,Settlement,16431.45,16431.45,0,0,SETTLE-011846
REC011861001,L011861,2025-12-13,Settlement,54265.78,54265.78,0,0,SETTLE-011861
REC011875001,L011875,2025-06-13,Settlement,28870.53,28870.53,0,0,SETTLE-011875
REC011883001,L011883,2024-05-15,Settlement,100428.68,100428.68,0,0,SETTLE-011883
REC011891001,L011891,2025-01-14,Settlement,21322.09,21322.09,0,0,SETTLE-011891
REC011899001,L011899,2025-02-15,Settlement,124639.46,124639.46,0,0,SETTLE-011899
REC011901001,L011901,2024-07-22,Collateral Liquidation,189494.66,189494.66,0,0,COLL011901
REC011903001,L011903,2024-10-15,Settlement,69411.97,69411.97,0,0,SETTLE-011903
REC011921001,L011921,2024-06-18,Settlement,49763.78,49763.78,0,0,SETTLE-011921
REC011933001,L011933,2026-01-19,Settlement,21085.74,21085.74,0,0,SETTLE-011933
REC011942001,L011942,2025-11-20,Settlement,292740.21,292740.21,0,0,SETTLE-011942
REC011943001,L011943,2024-05-20,Settlement,43181.74,43181.74,0,0,SETTLE-011943
REC011947001,L011947,2025-12-20,Settlement,32060.78,32060.78,0,0,SETTLE-011947
REC011973001,L011973,2025-02-25,Settlement,59421,59421,0,0,SETTLE-011973
REC011989001,L011989,2024-11-27,Settlement,39021.83,39021.83,0,0,SETTLE-011989
REC011991001,L011991,2025-02-27,Settlement,145600.1,145600.1,0,0,SETTLE-011991
REC011992001,L011992,2024-07-27,Settlement,88823.18,88823.18,0,0,SETTLE-011992
REC011999001,L011999,2025-11-28,Settlement,21640.08,21640.08,0,0,SETTLE-011999
REC012003001,L012003,2024-09-28,Settlement,13571.02,13571.02,0,0,SETTLE-012003
REC012005001,L012005,2024-08-28,Settlement,46600.77,46600.77,0,0,SETTLE-012005
REC012009001,L012009,2024-08-29,Settlement,312487.57,312487.57,0,0,SETTLE-012009
REC012018001,L012018,2025-09-30,Settlement,15901.61,15901.61,0,0,SETTLE-012018
REC012047001,L012047,2024-06-02,Settlement,135848.19,135848.19,0,0,SETTLE-012047
REC012065001,L012065,2024-06-05,Settlement,45407.11,45407.11,0,0,SETTLE-012065
REC012074001,L012074,2025-06-06,Settlement,42742.74,42742.74,0,0,SETTLE-012074
REC012079001,L012079,2025-01-07,Settlement,75252.39,75252.39,0,0,SETTLE-012079
REC012080001,L012080,2025-09-07,Settlement,32768.48,32768.48,0,0,SETTLE-012080
REC012086001,L012086,2025-09-08,Settlement,156454.86,156454.86,0,0,SETTLE-012086
REC012098001,L012098,2024-06-09,Settlement,38296.01,38296.01,0,0,SETTLE-012098
REC012102001,L012102,2024-12-11,Settlement,122099.74,122099.74,0,0,SETTLE-012102
REC012121001,L012121,2024-08-11,Settlement,36606.26,36606.26,0,0,SETTLE-012121
REC012143001,L012143,2025-10-15,Settlement,45251.65,45251.65,0,0,SETTLE-012143
REC012145001,L012145,2025-08-14,Legal Recovery,3526.09,3526.09,0,0,LEGAL-012145
REC012147001,L012147,2025-05-16,Settlement,207815.09,207815.09,0,0,SETTLE-012147
REC012149001,L012149,2025-02-13,Collateral Liquidation,885737.16,839523.77,46213.39,0,COLL012149
REC012163001,L012163,2025-01-17,Settlement,79926.65,79926.65,0,0,SETTLE-012163
REC012165001,L012165,2025-12-29,Legal Recovery,1589.64,1589.64,0,0,LEGAL-012165
REC012167001,L012167,2025-11-18,Settlement,60478.57,60478.57,0,0,SETTLE-012167
REC012172001,L012172,2025-07-18,Settlement,86921.23,86921.23,0,0,SETTLE-012172
REC012173001,L012173,2024-07-18,Settlement,66853.75,66853.75,0,0,SETTLE-012173
REC012175001,L012175,2025-02-18,Settlement,14791.03,14791.03,0,0,SETTLE-012175
REC012186001,L012186,2024-08-20,Settlement,26190.99,26190.99,0,0,SETTLE-012186
REC012206001,L012206,2024-07-22,Settlement,109623.21,109623.21,0,0,SETTLE-012206
REC012207001,L012207,2026-01-22,Settlement,22543.06,22543.06,0,0,SETTLE-012207
REC012209001,L012209,2025-12-22,Settlement,5314.21,5314.21,0,0,SETTLE-012209
REC012235001,L012235,2024-07-25,Settlement,191274.28,191274.28,0,0,SETTLE-012235
REC012239001,L012239,2025-11-25,Settlement,167985.12,167985.12,0,0,SETTLE-012239
REC012257001,L012257,2024-06-27,Settlement,197483.11,197483.11,0,0,SETTLE-012257
REC012262001,L012262,2025-12-28,Settlement,56515.79,56515.79,0,0,SETTLE-012262
REC012280001,L012280,2025-03-30,Settlement,37840.68,37840.68,0,0,SETTLE-012280
REC012296001,L012296,2024-12-02,Settlement,26384.34,26384.34,0,0,SETTLE-012296
REC012300001,L012300,2024-12-02,Settlement,115086.35,115086.35,0,0,SETTLE-012300
REC012307001,L012307,2025-03-05,Settlement,36334.04,36334.04,0,0,SETTLE-012307
REC012313001,L012313,2025-07-04,Settlement,8954.6,8954.6,0,0,SETTLE-012313
REC012314001,L012314,2025-12-04,Settlement,31134.8,31134.8,0,0,SETTLE-012314
REC012316001,L012316,2024-10-04,Settlement,41133.42,41133.42,0,0,SETTLE-012316
REC012317001,L012317,2024-12-04,Settlement,128505.17,128505.17,0,0,SETTLE-012317
REC012330001,L012330,2025-04-05,Settlement,15777.14,15777.14,0,0,SETTLE-012330
REC012337001,L012337,2026-02-06,Settlement,3030.51,3030.51,0,0,SETTLE-012337
REC012339001,L012339,2025-03-09,Settlement,122148.31,122148.31,0,0,SETTLE-012339
REC012350001,L012350,2025-09-08,Settlement,35768.21,35768.21,0,0,SETTLE-012350
REC012351001,L012351,2025-11-08,Settlement,3758.04,3758.04,0,0,SETTLE-012351
REC012352001,L012352,2025-10-10,Settlement,10314.13,10314.13,0,0,SETTLE-012352
REC012363001,L012363,2025-06-10,Settlement,38756.09,38756.09,0,0,SETTLE-012363
REC012366001,L012366,2024-08-10,Settlement,46407.17,46407.17,0,0,SETTLE-012366
REC012409001,L012409,2025-10-15,Settlement,78215.67,78215.67,0,0,SETTLE-012409
REC012422001,L012422,2024-09-16,Settlement,13298.32,13298.32,0,0,SETTLE-012422
REC012430001,L012430,2024-09-17,Settlement,243510.18,243510.18,0,0,SETTLE-012430
REC012441001,L012441,2025-04-18,Settlement,21120.24,21120.24,0,0,SETTLE-012441
REC012444001,L012444,2025-05-18,Settlement,51089.12,51089.12,0,0,SETTLE-012444
REC012446001,L012446,2025-03-13,Legal Recovery,2305.05,2305.05,0,0,LEGAL-012446
REC012454001,L012454,2025-03-19,Settlement,39239.74,39239.74,0,0,SETTLE-012454
REC012460001,L012460,2026-02-20,Settlement,35914.5,35914.5,0,0,SETTLE-012460
REC012471001,L012471,2025-07-21,Settlement,3762.97,3762.97,0,0,SETTLE-012471
REC012474001,L012474,2025-11-21,Settlement,19640.49,19640.49,0,0,SETTLE-012474
REC012475001,L012475,2024-07-22,Settlement,43912.61,43912.61,0,0,SETTLE-012475
REC012485001,L012485,2025-01-23,Settlement,55619,55619,0,0,SETTLE-012485
REC012495001,L012495,2025-05-24,Settlement,69598.27,69598.27,0,0,SETTLE-012495
REC012501001,L012501,2025-12-25,Settlement,12203.08,12203.08,0,0,SETTLE-012501
REC012506001,L012506,2025-06-25,Settlement,75857.4,75857.4,0,0,SETTLE-012506
REC012518001,L012518,2024-12-26,Settlement,38735.26,38735.26,0,0,SETTLE-012518
REC012542001,L012542,2025-11-29,Settlement,99625.71,99625.71,0,0,SETTLE-012542
REC012547001,L012547,2024-07-29,Settlement,174983.16,174983.16,0,0,SETTLE-012547
REC012554001,L012554,2025-05-31,Settlement,137819.44,137819.44,0,0,SETTLE-012554
REC012556001,L012556,2026-01-31,Settlement,663.62,663.62,0,0,SETTLE-012556
REC012559001,L012559,2025-08-31,Settlement,28045.63,28045.63,0,0,SETTLE-012559
REC012586001,L012586,2025-04-02,Settlement,27636.15,27636.15,0,0,SETTLE-012586
REC012591001,L012591,2025-11-03,Settlement,46554.67,46554.67,0,0,SETTLE-012591
REC012601001,L012601,2024-12-05,Settlement,216501.88,216501.88,0,0,SETTLE-012601
REC012605001,L012605,2025-06-24,Legal Recovery,16435.14,16435.14,0,0,LEGAL-012605
REC012609001,L012609,2024-11-05,Settlement,28512.92,28512.92,0,0,SETTLE-012609
REC012617001,L012617,2024-08-05,Settlement,29230.32,29230.32,0,0,SETTLE-012617
REC012627001,L012627,2025-10-08,Settlement,11882.34,11882.34,0,0,SETTLE-012627
REC012631001,L012631,2025-04-08,Settlement,41312.63,41312.63,0,0,SETTLE-012631
REC012642001,L012642,2025-02-08,Settlement,44685.2,44685.2,0,0,SETTLE-012642
REC012647001,L012647,2024-10-10,Settlement,74264.63,74264.63,0,0,SETTLE-012647
REC012648001,L012648,2024-11-09,Settlement,84774.09,84774.09,0,0,SETTLE-012648
REC012666001,L012666,2025-10-27,Collateral Liquidation,112587.76,112587.76,0,0,COLL012666
REC012667001,L012667,2025-03-14,Settlement,80131.51,80131.51,0,0,SETTLE-012667
REC012672001,L012672,2024-09-11,Settlement,35596.09,35596.09,0,0,SETTLE-012672
REC012684001,L012684,2025-01-12,Settlement,59899.21,59899.21,0,0,SETTLE-012684
REC012706001,L012706,2024-11-16,Settlement,6161.1,6161.1,0,0,SETTLE-012706
REC012712001,L012712,2024-09-16,Settlement,52965.7,52965.7,0,0,SETTLE-012712
REC012714001,L012714,2025-04-17,Settlement,194626.64,194626.64,0,0,SETTLE-012714
REC012719001,L012719,2024-09-17,Settlement,96057.13,96057.13,0,0,SETTLE-012719
REC012721001,L012721,2025-08-18,Settlement,16829.56,16829.56,0,0,SETTLE-012721
REC012733001,L012733,2025-07-19,Settlement,22188.99,22188.99,0,0,SETTLE-012733
REC012743001,L012743,2026-01-20,Settlement,38411.38,38411.38,0,0,SETTLE-012743
REC012747001,L012747,2026-01-20,Settlement,20587.25,20587.25,0,0,SETTLE-012747
REC012769001,L012769,2024-09-23,Settlement,34450.26,34450.26,0,0,SETTLE-012769
REC012779001,L012779,2024-09-24,Settlement,34696.8,34696.8,0,0,SETTLE-012779
REC012790001,L012790,2025-06-26,Settlement,8597.63,8597.63,0,0,SETTLE-012790
REC012791001,L012791,2026-02-16,Legal Recovery,66523.41,66523.41,0,0,LEGAL-012791
REC012791002,L012791,2026-03-02,Collateral Liquidation,474820.35,344934.18,129886.17,0,COLL012791
REC012812001,L012812,2024-08-29,Settlement,11235.68,11235.68,0,0,SETTLE-012812
REC012821001,L012821,2024-10-30,Settlement,154260.13,154260.13,0,0,SETTLE-012821
REC012828001,L012828,2024-10-01,Settlement,10275.38,10275.38,0,0,SETTLE-012828
REC012838001,L012838,2025-10-02,Settlement,38732.14,38732.14,0,0,SETTLE-012838
REC012846001,L012846,2026-03-18,Legal Recovery,683.09,683.09,0,0,LEGAL-012846
REC012852001,L012852,2025-06-03,Settlement,8673.47,8673.47,0,0,SETTLE-012852
REC012866001,L012866,2025-03-08,Settlement,62240.49,62240.49,0,0,SETTLE-012866
REC012871001,L012871,2025-06-26,Collateral Liquidation,265094.7,265094.7,0,0,COLL012871
REC012881001,L012881,2024-09-08,Settlement,65162.47,65162.47,0,0,SETTLE-012881
REC012891001,L012891,2025-07-10,Settlement,11478.04,11478.04,0,0,SETTLE-012891
REC012896001,L012896,2025-10-10,Settlement,29730.04,29730.04,0,0,SETTLE-012896
REC012901001,L012901,2024-11-09,Settlement,15529.88,15529.88,0,0,SETTLE-012901
REC012902001,L012902,2026-02-10,Settlement,30474.72,30474.72,0,0,SETTLE-012902
REC012911001,L012911,2024-12-30,Collateral Liquidation,129106.96,129106.96,0,0,COLL012911
REC012920001,L012920,2026-01-12,Settlement,125247.19,125247.19,0,0,SETTLE-012920
REC012940001,L012940,2024-09-14,Settlement,17927.5,17927.5,0,0,SETTLE-012940
REC012948001,L012948,2024-11-16,Settlement,17846.71,17846.71,0,0,SETTLE-012948
REC012952001,L012952,2024-11-29,Collateral Liquidation,422403.21,422403.21,0,0,COLL012952
REC012954001,L012954,2025-01-17,Settlement,21936.73,21936.73,0,0,SETTLE-012954
REC012964001,L012964,2025-01-18,Settlement,14698.76,14698.76,0,0,SETTLE-012964
REC012967001,L012967,2024-09-19,Settlement,39016.45,39016.45,0,0,SETTLE-012967
REC012969001,L012969,2025-07-19,Settlement,37301.98,37301.98,0,0,SETTLE-012969
REC012977001,L012977,2025-06-19,Settlement,25072.03,25072.03,0,0,SETTLE-012977
REC012988001,L012988,2025-05-21,Settlement,85346.16,85346.16,0,0,SETTLE-012988
REC012989001,L012989,2024-10-21,Settlement,101666.57,101666.57,0,0,SETTLE-012989
REC013014001,L013014,2024-11-23,Settlement,155670.78,155670.78,0,0,SETTLE-013014
REC013017001,L013017,2024-12-24,Settlement,28248.38,28248.38,0,0,SETTLE-013017
REC013028001,L013028,2025-06-25,Settlement,91810.66,91810.66,0,0,SETTLE-013028
REC013033001,L013033,2024-10-26,Settlement,46857.03,46857.03,0,0,SETTLE-013033
REC013037001,L013037,2024-09-26,Settlement,104563.49,104563.49,0,0,SETTLE-013037
REC013051001,L013051,2025-05-27,Settlement,26498.62,26498.62,0,0,SETTLE-013051
REC013052001,L013052,2025-10-11,Legal Recovery,21318.31,21318.31,0,0,LEGAL-013052
REC013059001,L013059,2025-01-25,Legal Recovery,3344.33,3344.33,0,0,LEGAL-013059
REC013065001,L013065,2025-09-09,Collateral Liquidation,194326.93,117554.44,76772.49,0,COLL013065
REC013066001,L013066,2025-04-29,Settlement,52863.88,52863.88,0,0,SETTLE-013066
REC013069001,L013069,2025-06-29,Settlement,85395.63,85395.63,0,0,SETTLE-013069
REC013076001,L013076,2024-10-30,Settlement,38313.07,38313.07,0,0,SETTLE-013076
REC013103001,L013103,2025-02-03,Collateral Liquidation,412535.35,412535.35,0,0,COLL013103
REC013123001,L013123,2025-07-07,Settlement,72375.57,72375.57,0,0,SETTLE-013123
REC013139001,L013139,2025-09-08,Settlement,20437.23,20437.23,0,0,SETTLE-013139
REC013147001,L013147,2025-05-11,Settlement,60299.9,60299.9,0,0,SETTLE-013147
REC013155001,L013155,2024-11-21,Collateral Liquidation,181997.47,181997.47,0,0,COLL013155
REC013180001,L013180,2025-08-13,Settlement,13448.73,13448.73,0,0,SETTLE-013180
REC013183001,L013183,2025-06-13,Settlement,35266.83,35266.83,0,0,SETTLE-013183
REC013188001,L013188,2025-06-21,Legal Recovery,21476.64,21476.64,0,0,LEGAL-013188
REC013197001,L013197,2025-09-24,Legal Recovery,4072.49,4072.49,0,0,LEGAL-013197
REC013199001,L013199,2025-08-15,Settlement,3695.4,3695.4,0,0,SETTLE-013199
REC013204001,L013204,2025-05-16,Settlement,26377.24,26377.24,0,0,SETTLE-013204
REC013206001,L013206,2025-08-16,Settlement,60753.7,60753.7,0,0,SETTLE-013206
REC013227001,L013227,2025-01-19,Settlement,96683.99,96683.99,0,0,SETTLE-013227
REC013228001,L013228,2024-12-19,Settlement,214508.62,214508.62,0,0,SETTLE-013228
REC013237001,L013237,2025-07-20,Settlement,48982.93,48982.93,0,0,SETTLE-013237
REC013260001,L013260,2025-01-22,Settlement,18801.36,18801.36,0,0,SETTLE-013260
REC013274001,L013274,2025-08-23,Settlement,19431.27,19431.27,0,0,SETTLE-013274
REC013277001,L013277,2025-08-24,Settlement,127545.38,127545.38,0,0,SETTLE-013277
REC013282001,L013282,2025-03-17,Legal Recovery,10181.27,10181.27,0,0,LEGAL-013282
REC013294001,L013294,2025-01-26,Settlement,27777.83,27777.83,0,0,SETTLE-013294
REC013310001,L013310,2025-07-28,Settlement,187335.02,187335.02,0,0,SETTLE-013310
REC013311001,L013311,2025-02-28,Settlement,82871.83,82871.83,0,0,SETTLE-013311
REC013332001,L013332,2025-07-29,Settlement,13787.92,13787.92,0,0,SETTLE-013332
REC013345001,L013345,2025-05-01,Settlement,67764.67,67764.67,0,0,SETTLE-013345
REC013349001,L013349,2025-05-02,Settlement,36813.71,36813.71,0,0,SETTLE-013349
REC013353001,L013353,2025-03-04,Settlement,29167.61,29167.61,0,0,SETTLE-013353
REC013366001,L013366,2025-07-03,Settlement,108033.2,108033.2,0,0,SETTLE-013366
REC013367001,L013367,2025-08-02,Settlement,33395.12,33395.12,0,0,SETTLE-013367
REC013373001,L013373,2025-01-03,Settlement,47702.61,47702.61,0,0,SETTLE-013373
REC013376001,L013376,2025-03-06,Settlement,19283.94,19283.94,0,0,SETTLE-013376
REC013386001,L013386,2025-09-04,Settlement,67343.7,67343.7,0,0,SETTLE-013386
REC013395001,L013395,2025-11-05,Settlement,22349.73,22349.73,0,0,SETTLE-013395
REC013396001,L013396,2024-11-05,Settlement,54918.52,54918.52,0,0,SETTLE-013396
REC013397001,L013397,2024-11-05,Settlement,90024.15,90024.15,0,0,SETTLE-013397
REC013410001,L013410,2025-06-06,Settlement,51142.51,51142.51,0,0,SETTLE-013410
REC013411001,L013411,2026-01-06,Settlement,67298.26,67298.26,0,0,SETTLE-013411
REC013412001,L013412,2025-04-13,Legal Recovery,2378.52,2378.52,0,0,LEGAL-013412
REC013415001,L013415,2025-07-12,Collateral Liquidation,227135.07,227135.07,0,0,COLL013415
REC013419001,L013419,2025-01-07,Settlement,13800.46,13800.46,0,0,SETTLE-013419
REC013446001,L013446,2025-08-10,Settlement,70067.86,70067.86,0,0,SETTLE-013446
REC013448001,L013448,2025-03-13,Settlement,30110.42,30110.42,0,0,SETTLE-013448
REC013463001,L013463,2024-11-11,Settlement,23622.54,23622.54,0,0,SETTLE-013463
REC013519001,L013519,2025-01-19,Settlement,53107.01,53107.01,0,0,SETTLE-013519
REC013530001,L013530,2025-10-20,Settlement,10840.72,10840.72,0,0,SETTLE-013530
REC013539001,L013539,2025-04-21,Settlement,15342.11,15342.11,0,0,SETTLE-013539
REC013544001,L013544,2025-10-07,Legal Recovery,2445.79,2445.79,0,0,LEGAL-013544
REC013554001,L013554,2025-08-22,Legal Recovery,32183.54,32183.54,0,0,LEGAL-013554
REC013556001,L013556,2025-04-22,Settlement,16290.86,16290.86,0,0,SETTLE-013556
REC013580001,L013580,2024-12-24,Settlement,9074.73,9074.73,0,0,SETTLE-013580
REC013581001,L013581,2025-07-24,Settlement,15490.79,15490.79,0,0,SETTLE-013581
REC013586001,L013586,2025-09-24,Settlement,30428.47,30428.47,0,0,SETTLE-013586
REC013589001,L013589,2025-05-24,Settlement,57417.66,57417.66,0,0,SETTLE-013589
REC013592001,L013592,2025-10-25,Settlement,14001.52,14001.52,0,0,SETTLE-013592
REC013598001,L013598,2025-12-26,Settlement,52834.81,52834.81,0,0,SETTLE-013598
REC013608001,L013608,2025-06-26,Settlement,46503.38,46503.38,0,0,SETTLE-013608
REC013616001,L013616,2025-07-27,Settlement,128236.62,128236.62,0,0,SETTLE-013616
REC013620001,L013620,2024-11-27,Settlement,148939.74,148939.74,0,0,SETTLE-013620
REC013643001,L013643,2026-01-29,Settlement,89083.43,89083.43,0,0,SETTLE-013643
REC013652001,L013652,2024-11-30,Settlement,155384.78,155384.78,0,0,SETTLE-013652
REC013670001,L013670,2025-08-31,Settlement,7701.16,7701.16,0,0,SETTLE-013670
REC013676001,L013676,2025-09-01,Settlement,26574.04,26574.04,0,0,SETTLE-013676
REC013690001,L013690,2025-01-02,Settlement,134681.02,134681.02,0,0,SETTLE-013690
REC013696001,L013696,2026-02-02,Settlement,53708.89,53708.89,0,0,SETTLE-013696
REC013698001,L013698,2025-01-02,Settlement,24882.46,24882.46,0,0,SETTLE-013698
REC013699001,L013699,2025-11-09,Collateral Liquidation,295169.56,295169.56,0,0,COLL013699
REC013730001,L013730,2025-08-05,Settlement,44797.39,44797.39,0,0,SETTLE-013730
REC013739001,L013739,2025-06-06,Settlement,26444.12,26444.12,0,0,SETTLE-013739
REC013761001,L013761,2025-10-10,Settlement,75157.36,75157.36,0,0,SETTLE-013761
REC013766001,L013766,2025-03-12,Settlement,77464.8,77464.8,0,0,SETTLE-013766
REC013803001,L013803,2026-01-13,Settlement,9258.03,9258.03,0,0,SETTLE-013803
REC013821001,L013821,2025-01-15,Settlement,113337.33,113337.33,0,0,SETTLE-013821
REC013836001,L013836,2025-08-16,Settlement,16374.57,16374.57,0,0,SETTLE-013836
REC013850001,L013850,2026-02-17,Settlement,12663.14,12663.14,0,0,SETTLE-013850
REC013872001,L013872,2026-02-19,Settlement,24928.79,24928.79,0,0,SETTLE-013872
REC013893001,L013893,2025-10-20,Settlement,8694.73,8694.73,0,0,SETTLE-013893
REC013895001,L013895,2026-02-20,Settlement,29164.96,29164.96,0,0,SETTLE-013895
REC013910001,L013910,2026-03-07,Collateral Liquidation,38982.16,28626.08,10356.08,0,COLL013910
REC013918001,L013918,2025-04-22,Settlement,46894.82,46894.82,0,0,SETTLE-013918
