customer_id,age,gender,governorate,city,employment_type,job,employment_length_months,monthly_income,home_ownership,customer_segment,credit_score
C008990,46,Female,Alexandria,Miami,Private Sector,Sales Representative,208,37921.57,Owned,Mass,778
C008991,34,Male,Cairo,New Cairo,Government,Police Officer,157,5472.56,Rented,Mass Affluent,582
C008992,43,Female,Cairo,Zamalek,Private Sector,Sales Representative,185,20042.18,Family-Owned,Mass,583
C008993,41,Female,Giza,Sheikh Zayed,Self-Employed,Lawyer,86,23640.81,Rented,Mass Affluent,556
C008994,33,Male,Dakahlia,Mansoura,Self-Employed,Lawyer,139,51470.84,Family-Owned,Mass,598
C008995,27,Female,Assiut,Assiut City,Self-Employed,Doctor,50,47937.19,Owned,Affluent,565
C008996,43,Male,Cairo,Zamalek,Private Sector,Bank Employee,85,23794.99,Rented,Mass Affluent,564
C008997,23,Male,Qalyubia,Shubra El-Kheima,Self-Employed,Doctor,21,33503.95,Family-Owned,Mass,554
C008998,62,Female,Sharqia,Zagazig,Private Sector,IT Specialist,289,12739.89,Owned,Mass,596
C008999,48,Male,Cairo,Maadi,Private Sector,IT Specialist,60,27536.15,Owned,Affluent,571
C009000,55,Female,Cairo,Maadi,Private Sector,Accountant,64,28689.74,Owned,Mass,572
C009001,23,Male,Alexandria,Smouha,Private Sector,Sales Representative,7,37245.46,Family-Owned,Mass Affluent,561
C009002,65,Male,Giza,Sheikh Zayed,Self-Employed,Lawyer,57,10553.49,Family-Owned,Mass,605
C009003,43,Male,Cairo,Zamalek,Government,Civil Servant,68,10095.72,Owned,Mass Affluent,536
C009004,45,Female,Minya,Minya City,Self-Employed,Lawyer,92,14287.81,Family-Owned,Mass,600
C009005,63,Female,Beheira,Damanhur,Private Sector,IT Specialist,211,43765.71,Owned,Mass Affluent,668
C009006,63,Female,Qalyubia,Banha,Business Owner,Trading Business Owner,81,50248.16,Rented,SME Owner,638
C009007,63,Female,Suez,Suez City,Government,Teacher,287,15728.53,Owned,Mass Affluent,656
C009008,30,Female,Cairo,New Cairo,Private Sector,Engineer,58,29560.52,Family-Owned,Mass Affluent,593
C009009,64,Female,Cairo,Nasr City,Private Sector,IT Specialist,254,57599.28,Family-Owned,Mass Affluent,696
C009010,62,Female,Cairo,Maadi,Self-Employed,Lawyer,181,51567.6,Family-Owned,Mass Affluent,669
C009011,50,Female,Cairo,Heliopolis,Private Sector,Engineer,70,26740.22,Rented,Mass,631
C009012,48,Female,Beheira,Damanhur,Private Sector,IT Specialist,235,24984.78,Family-Owned,Mass,695
C009013,42,Female,Cairo,Maadi,Private Sector,Sales Representative,272,11680.93,Rented,Mass Affluent,572
C009014,23,Female,Qalyubia,Banha,Government,Teacher,46,8845.76,Owned,Mass,513
C009015,46,Female,Cairo,Heliopolis,Government,Public Health Worker,203,11140.61,Owned,Mass Affluent,654
C009016,32,Male,Port Said,Port Said City,Private Sector,Engineer,140,34149.75,Family-Owned,Mass,622
C009017,60,Male,Cairo,Maadi,Self-Employed,Doctor,126,47236.87,Family-Owned,Mass,683
C009018,22,Female,Alexandria,Miami,Self-Employed,Freelance Consultant,10,45179.26,Family-Owned,Mass,593
C009019,57,Female,Beheira,Damanhur,Government,Public Health Worker,12,11517.58,Rented,Mass Affluent,539
C009020,35,Male,Giza,6th of October,Self-Employed,Contractor,183,29920.86,Family-Owned,Mass Affluent,490
C009021,55,Male,Minya,Minya City,Private Sector,Bank Employee,369,33362.23,Rented,Mass,610
C009022,45,Male,Beheira,Damanhur,Government,Civil Servant,278,8930.5,Family-Owned,Mass,608
C009023,26,Female,Giza,Sheikh Zayed,Private Sector,Accountant,63,22822.95,Owned,Mass Affluent,594
C009024,52,Male,Cairo,Maadi,Private Sector,Accountant,39,22428.5,Family-Owned,Mass,615
C009025,22,Female,Alexandria,Sidi Gaber,Business Owner,Restaurant Owner,31,75377.48,Owned,SME Owner,685
C009026,51,Female,Cairo,Heliopolis,Business Owner,Restaurant Owner,228,42173.11,Family-Owned,SME Owner,639
C009027,40,Female,Cairo,Zamalek,Private Sector,Accountant,232,53403.24,Family-Owned,Affluent,767
C009028,51,Female,Cairo,Maadi,Government,Police Officer,200,11388.1,Owned,Affluent,623
C009029,48,Male,Cairo,Zamalek,Business Owner,Trading Business Owner,64,46832.79,Family-Owned,SME Owner,578
C009030,34,Female,Alexandria,Smouha,Private Sector,Accountant,52,17136.57,Family-Owned,Mass,546
C009031,45,Male,Beheira,Damanhur,Self-Employed,Doctor,112,18151.21,Owned,Affluent,531
C009032,36,Female,Cairo,Nasr City,Government,Teacher,101,20618.42,Owned,Mass,775
C009033,29,Female,Dakahlia,Mansoura,Government,Civil Servant,96,17145.17,Owned,Affluent,810
C009034,33,Male,Qalyubia,Shubra El-Kheima,Government,Public Health Worker,124,20367.02,Owned,Mass Affluent,695
C009035,36,Female,Gharbia,Tanta,Government,Teacher,12,9017.66,Owned,Mass Affluent,509
C009036,57,Female,Cairo,Zamalek,Private Sector,Bank Employee,281,31957.84,Family-Owned,Affluent,653
C009037,42,Female,Gharbia,Tanta,Government,Public Health Worker,41,6427.16,Owned,Mass,520
C009038,40,Male,Qalyubia,Banha,Self-Employed,Contractor,90,25938.06,Owned,Affluent,518
C009039,39,Male,Gharbia,Al-Mahalla,Self-Employed,Freelance Consultant,208,13919.75,Owned,Affluent,566
C009040,36,Male,Gharbia,Al-Mahalla,Self-Employed,Contractor,53,59621.19,Rented,Mass,677
C009041,30,Male,Giza,6th of October,Private Sector,Sales Representative,77,39751.16,Family-Owned,Mass,687
C009042,56,Female,Sharqia,10th of Ramadan,Private Sector,Engineer,327,24489.26,Family-Owned,Affluent,733
C009043,32,Female,Port Said,Port Said City,Government,Police Officer,100,11615.89,Owned,Mass Affluent,626
C009044,21,Male,Cairo,New Cairo,Private Sector,IT Specialist,35,36608.19,Owned,Mass Affluent,708
C009045,58,Male,Cairo,Heliopolis,Government,Police Officer,13,20459.27,Rented,Mass,621
C009046,54,Female,Cairo,Zamalek,Private Sector,IT Specialist,92,39027.99,Owned,Mass,680
C009047,54,Male,Cairo,Maadi,Government,Civil Servant,56,9479.24,Family-Owned,Mass,536
C009048,48,Female,Sharqia,10th of Ramadan,Private Sector,IT Specialist,55,12662.48,Family-Owned,Mass Affluent,528
C009049,42,Female,Qalyubia,Banha,Government,Public Health Worker,93,9240.01,Family-Owned,Mass,566
C009050,57,Female,Cairo,New Cairo,Business Owner,Trading Business Owner,242,51165.58,Rented,SME Owner,716
C009051,24,Female,Qalyubia,Banha,Business Owner,Trading Business Owner,41,51337.41,Family-Owned,SME Owner,596
C009052,21,Male,Gharbia,Tanta,Government,Public Health Worker,4,22042.67,Owned,Mass Affluent,739
C009053,57,Female,Cairo,Zamalek,Government,Civil Servant,61,15651.72,Rented,Mass,746
C009054,65,Female,Cairo,Maadi,Government,Public Health Worker,275,10639.16,Rented,Mass Affluent,632
C009055,58,Female,Cairo,Nasr City,Government,Civil Servant,395,12173.56,Family-Owned,Mass,660
C009056,56,Male,Giza,6th of October,Self-Employed,Freelance Consultant,417,10630.89,Family-Owned,Mass,641
C009057,26,Female,Sharqia,Zagazig,Private Sector,Engineer,89,36046.62,Family-Owned,Mass,571
C009058,33,Female,Beheira,Damanhur,Government,Civil Servant,115,8788.44,Owned,Mass,552
C009059,27,Female,Alexandria,Smouha,Private Sector,Engineer,78,40438.49,Owned,Mass Affluent,662
C009060,35,Female,Assiut,Assiut City,Private Sector,Accountant,191,44896.36,Owned,Mass,742
C009061,34,Female,Alexandria,Sidi Gaber,Government,Police Officer,20,16679.13,Rented,Mass,610
C009062,43,Male,Qalyubia,Banha,Business Owner,Restaurant Owner,210,86458.66,Family-Owned,SME Owner,622
C009063,38,Female,Dakahlia,Mansoura,Private Sector,Sales Representative,186,40411.95,Owned,Mass,850
C009064,64,Female,Qalyubia,Banha,Government,Public Health Worker,352,9729.5,Owned,Mass,612
C009065,28,Male,Cairo,Zamalek,Private Sector,Sales Representative,84,39224.36,Family-Owned,Affluent,653
C009066,63,Female,Alexandria,Miami,Government,Teacher,398,7051.09,Family-Owned,Mass,644
C009067,49,Male,Sharqia,10th of Ramadan,Private Sector,Bank Employee,72,15758.82,Family-Owned,Mass,501
C009068,32,Male,Giza,6th of October,Private Sector,Accountant,121,33012.39,Owned,Mass,659
C009069,54,Male,Cairo,Zamalek,Self-Employed,Freelance Consultant,93,25308.72,Family-Owned,Affluent,510
C009070,25,Male,Giza,Mohandessin,Government,Civil Servant,62,20649.92,Owned,Mass,744
C009071,56,Male,Alexandria,Miami,Private Sector,Accountant,202,12599.15,Family-Owned,Affluent,754
C009072,58,Female,Alexandria,Smouha,Private Sector,Engineer,284,24348.76,Owned,Mass,487
C009073,57,Female,Qalyubia,Shubra El-Kheima,Private Sector,Sales Representative,7,33270.94,Family-Owned,Mass,581
C009074,56,Female,Qalyubia,Banha,Government,Police Officer,187,16073.82,Family-Owned,Mass,665
C009075,62,Male,Cairo,Nasr City,Government,Public Health Worker,204,11036.62,Owned,Mass,586
C009076,43,Male,Giza,6th of October,Private Sector,Sales Representative,208,45673.19,Rented,Affluent,693
C009077,64,Female,Dakahlia,Mansoura,Government,Civil Servant,181,15948.85,Rented,Mass Affluent,654
C009078,63,Female,Gharbia,Al-Mahalla,Private Sector,Sales Representative,322,24379.43,Family-Owned,Affluent,605
C009079,51,Female,Sharqia,10th of Ramadan,Private Sector,Accountant,315,45439.79,Family-Owned,Mass,747
C009080,39,Male,Assiut,Assiut City,Private Sector,Bank Employee,135,55981.77,Family-Owned,Mass,773
C009081,46,Male,Qalyubia,Banha,Self-Employed,Freelance Consultant,274,26534.09,Owned,Affluent,574
C009082,51,Male,Dakahlia,Mansoura,Government,Teacher,108,20071.86,Family-Owned,Mass Affluent,638
C009083,50,Male,Giza,Dokki,Government,Public Health Worker,230,11482.21,Rented,Mass,589
C009084,50,Female,Minya,Minya City,Self-Employed,Doctor,219,42851.31,Owned,Mass Affluent,711
C009085,65,Male,Sharqia,10th of Ramadan,Government,Civil Servant,168,13554.3,Rented,Mass Affluent,640
C009086,25,Female,Sharqia,10th of Ramadan,Government,Public Health Worker,46,14233.01,Rented,Mass,572
C009087,47,Male,Giza,Sheikh Zayed,Private Sector,Accountant,77,24356.67,Owned,Mass Affluent,535
C009088,56,Male,Cairo,Maadi,Self-Employed,Doctor,92,14783.35,Rented,Mass,625
C009089,58,Male,Dakahlia,Mansoura,Private Sector,Bank Employee,339,32520,Family-Owned,Mass Affluent,572
C009090,29,Male,Port Said,Port Said City,Government,Police Officer,101,9980.53,Rented,Mass,728
C009091,62,Male,Qalyubia,Banha,Government,Teacher,63,9170.98,Family-Owned,Mass Affluent,498
C009092,42,Male,Cairo,Zamalek,Business Owner,Restaurant Owner,43,28201.15,Family-Owned,SME Owner,477
C009093,34,Male,Alexandria,Sidi Gaber,Business Owner,Trading Business Owner,118,18876.35,Rented,SME Owner,640
C009094,56,Male,Gharbia,Al-Mahalla,Self-Employed,Freelance Consultant,360,39240.41,Rented,Mass,682
C009095,34,Female,Minya,Minya City,Business Owner,Restaurant Owner,83,47294.74,Owned,SME Owner,533
C009096,30,Female,Alexandria,Smouha,Government,Teacher,95,12544.59,Family-Owned,Mass Affluent,573
C009097,53,Male,Alexandria,Miami,Government,Public Health Worker,4,8543.17,Owned,Mass,564
C009098,41,Female,Cairo,Nasr City,Private Sector,Accountant,186,28846.4,Owned,Mass Affluent,667
C009099,28,Female,Cairo,Maadi,Private Sector,Sales Representative,86,40352.26,Rented,Affluent,711
C009100,37,Male,Sharqia,Zagazig,Private Sector,Accountant,104,18902.95,Family-Owned,Mass,535
C009101,56,Female,Assiut,Assiut City,Business Owner,Trading Business Owner,13,56811.86,Owned,SME Owner,564
C009102,22,Male,Gharbia,Al-Mahalla,Business Owner,Retail Shop Owner,45,35886.17,Family-Owned,SME Owner,631
C009103,62,Male,Gharbia,Al-Mahalla,Government,Public Health Worker,46,11683.89,Owned,Mass,642
C009104,23,Female,Assiut,Assiut City,Government,Police Officer,57,10576.73,Family-Owned,Mass Affluent,578
C009105,55,Male,Giza,6th of October,Business Owner,Retail Shop Owner,294,43385.21,Family-Owned,SME Owner,625
C009106,30,Male,Cairo,Zamalek,Private Sector,Engineer,5,35872.56,Rented,Mass,529
C009107,57,Male,Cairo,Maadi,Government,Police Officer,261,10547.75,Rented,Mass,542
C009108,24,Female,Giza,Sheikh Zayed,Self-Employed,Doctor,71,26871.95,Owned,Mass Affluent,458
C009109,58,Female,Cairo,Nasr City,Government,Police Officer,105,16451.55,Rented,Mass Affluent,593
C009110,39,Female,Alexandria,Miami,Self-Employed,Doctor,41,16044.13,Family-Owned,Mass,650
C009111,24,Female,Assiut,Assiut City,Private Sector,IT Specialist,26,35141.97,Rented,Affluent,658
C009112,32,Male,Gharbia,Al-Mahalla,Private Sector,Accountant,117,44660.41,Family-Owned,Mass,667
C009113,25,Male,Giza,6th of October,Government,Public Health Worker,4,12743.77,Family-Owned,Affluent,641
C009114,26,Male,Alexandria,Miami,Private Sector,IT Specialist,73,10130.6,Family-Owned,Mass,708
C009115,54,Male,Gharbia,Tanta,Government,Teacher,129,18865.85,Family-Owned,Mass,683
C009116,26,Female,Cairo,Heliopolis,Business Owner,Restaurant Owner,62,82210.11,Owned,SME Owner,671
C009117,44,Female,Sharqia,Zagazig,Private Sector,IT Specialist,279,28473.53,Owned,Mass Affluent,694
C009118,30,Male,Giza,6th of October,Government,Teacher,67,16221.83,Owned,Mass,448
C009119,32,Male,Cairo,Maadi,Government,Teacher,27,9889.45,Owned,Mass,547
C009120,33,Male,Gharbia,Al-Mahalla,Business Owner,Restaurant Owner,171,65457.73,Owned,SME Owner,708
C009121,34,Female,Qalyubia,Shubra El-Kheima,Self-Employed,Lawyer,138,44028.79,Family-Owned,Mass,648
C009122,34,Female,Cairo,Nasr City,Self-Employed,Contractor,25,49276.79,Rented,Mass,573
C009123,65,Male,Suez,Suez City,Self-Employed,Contractor,94,23466.14,Rented,Mass Affluent,720
C009124,56,Male,Suez,Suez City,Business Owner,Trading Business Owner,179,36437,Family-Owned,SME Owner,684
C009125,28,Female,Alexandria,Sidi Gaber,Private Sector,IT Specialist,50,26420.21,Owned,Mass,686
C009126,42,Male,Cairo,Zamalek,Private Sector,Bank Employee,240,9050.72,Rented,Mass,625
C009127,50,Male,Alexandria,Miami,Private Sector,Accountant,22,30874.86,Family-Owned,Mass,768
C009128,65,Female,Dakahlia,Mansoura,Self-Employed,Doctor,58,27263.52,Family-Owned,Mass Affluent,662
C009129,50,Female,Alexandria,Smouha,Government,Public Health Worker,280,14987.91,Family-Owned,Mass,627
C009130,51,Male,Sharqia,Zagazig,Private Sector,IT Specialist,61,36325.77,Owned,Mass Affluent,523
C009131,56,Male,Cairo,Maadi,Private Sector,Accountant,227,39413.81,Owned,Mass,770
C009132,58,Male,Minya,Minya City,Private Sector,Bank Employee,262,18168.28,Rented,Mass Affluent,644
C009133,40,Female,Cairo,Zamalek,Private Sector,Accountant,83,23760.47,Owned,Mass Affluent,662
C009134,56,Male,Giza,Sheikh Zayed,Private Sector,Accountant,45,34056.7,Family-Owned,Mass Affluent,620
C009135,59,Male,Giza,Dokki,Self-Employed,Doctor,156,32920.11,Family-Owned,Mass Affluent,717
C009136,42,Female,Alexandria,Sidi Gaber,Private Sector,Sales Representative,232,39713.03,Family-Owned,Mass,638
C009137,40,Female,Gharbia,Al-Mahalla,Self-Employed,Doctor,154,47303.02,Rented,Mass Affluent,706
C009138,64,Male,Sharqia,10th of Ramadan,Private Sector,Engineer,73,41922.8,Family-Owned,Mass,733
C009139,27,Female,Cairo,Heliopolis,Business Owner,Retail Shop Owner,56,112447.23,Owned,SME Owner,671
C009140,39,Female,Qalyubia,Shubra El-Kheima,Private Sector,Accountant,76,25982.76,Owned,Mass,596
C009141,53,Male,Gharbia,Al-Mahalla,Business Owner,Retail Shop Owner,86,70627.88,Rented,SME Owner,672
C009142,63,Male,Sharqia,10th of Ramadan,Private Sector,Bank Employee,120,15174.09,Family-Owned,Mass Affluent,544
C009143,63,Male,Beheira,Damanhur,Self-Employed,Contractor,250,28010.7,Family-Owned,Mass Affluent,640
C009144,36,Male,Alexandria,Miami,Government,Public Health Worker,108,14418.21,Owned,Mass,546
C009145,32,Female,Suez,Suez City,Self-Employed,Doctor,118,26943.43,Family-Owned,Mass Affluent,601
C009146,40,Male,Dakahlia,Mansoura,Private Sector,Sales Representative,134,35996.24,Family-Owned,Mass,624
C009147,23,Male,Alexandria,Miami,Private Sector,Engineer,26,39115.74,Family-Owned,Mass Affluent,607
C009148,65,Male,Sharqia,10th of Ramadan,Private Sector,Bank Employee,146,34022.3,Owned,Mass,601
C009149,31,Male,Assiut,Assiut City,Private Sector,Sales Representative,127,13781.93,Owned,Mass,526
C009150,28,Female,Gharbia,Al-Mahalla,Self-Employed,Lawyer,3,31639.17,Owned,Mass,534
C009151,58,Male,Dakahlia,Mansoura,Self-Employed,Contractor,398,70942.94,Owned,Mass,737
C009152,30,Female,Cairo,Zamalek,Private Sector,Sales Representative,93,23789.1,Owned,Mass,634
C009153,35,Male,Minya,Minya City,Private Sector,Engineer,56,25519.39,Rented,Affluent,537
C009154,47,Male,Cairo,Heliopolis,Government,Civil Servant,157,16228.17,Family-Owned,Mass,670
C009155,28,Male,Gharbia,Al-Mahalla,Government,Police Officer,100,10675,Owned,Mass,594
C009156,63,Male,Giza,Dokki,Self-Employed,Doctor,324,67996.45,Rented,Mass,740
C009157,64,Male,Cairo,Nasr City,Government,Teacher,149,17456.49,Family-Owned,Mass,733
C009158,52,Male,Qalyubia,Shubra El-Kheima,Private Sector,IT Specialist,361,13553.92,Family-Owned,Mass,621
C009159,50,Male,Beheira,Damanhur,Private Sector,Sales Representative,210,25978.87,Owned,Affluent,598
C009160,38,Male,Alexandria,Smouha,Private Sector,Bank Employee,201,28282.48,Owned,Mass,660
C009161,63,Female,Cairo,New Cairo,Government,Public Health Worker,145,14197.66,Rented,Mass,701
C009162,35,Female,Cairo,Zamalek,Private Sector,Bank Employee,157,33384.14,Owned,Mass,626
C009163,51,Female,Minya,Minya City,Private Sector,Engineer,323,40704.13,Family-Owned,Mass,681
C009164,48,Male,Alexandria,Miami,Business Owner,Trading Business Owner,320,70056.77,Family-Owned,SME Owner,676
C009165,45,Female,Cairo,New Cairo,Private Sector,Sales Representative,31,13546.6,Owned,Mass,469
C009166,61,Female,Cairo,Maadi,Private Sector,Accountant,400,33750.95,Rented,Mass,659
C009167,63,Male,Cairo,Zamalek,Self-Employed,Doctor,407,38360.71,Family-Owned,Mass,653
C009168,24,Female,Alexandria,Sidi Gaber,Government,Police Officer,47,11973.78,Family-Owned,Mass,595
C009169,32,Male,Dakahlia,Mansoura,Government,Public Health Worker,57,8822.21,Rented,Mass,549
C009170,47,Female,Giza,Dokki,Private Sector,IT Specialist,217,14830.31,Owned,Mass,559
C009171,41,Male,Cairo,Zamalek,Self-Employed,Lawyer,204,17497.84,Family-Owned,Mass,650
C009172,51,Female,Cairo,Nasr City,Self-Employed,Lawyer,185,54610.49,Family-Owned,Affluent,630
C009173,49,Male,Qalyubia,Banha,Private Sector,Engineer,70,28472.5,Rented,Affluent,663
C009174,54,Male,Beheira,Damanhur,Private Sector,IT Specialist,192,40953.43,Family-Owned,Mass,621
C009175,47,Female,Assiut,Assiut City,Government,Civil Servant,128,6980.75,Owned,Affluent,562
C009176,28,Male,Minya,Minya City,Government,Public Health Worker,29,9524.52,Family-Owned,Mass,524
C009177,32,Female,Qalyubia,Banha,Government,Teacher,63,20108.91,Family-Owned,Mass,721
C009178,63,Male,Assiut,Assiut City,Government,Teacher,134,9590.46,Rented,Mass Affluent,675
C009179,42,Female,Qalyubia,Banha,Government,Civil Servant,277,9928.11,Family-Owned,Mass,765
C009180,56,Female,Dakahlia,Mansoura,Government,Civil Servant,372,8526.81,Family-Owned,Mass,644
C009181,39,Female,Assiut,Assiut City,Business Owner,Trading Business Owner,139,57871.26,Family-Owned,SME Owner,710
C009182,24,Male,Minya,Minya City,Private Sector,Engineer,12,29787.36,Owned,Mass Affluent,496
C009183,57,Female,Alexandria,Smouha,Government,Civil Servant,88,14723.66,Family-Owned,Mass,561
C009184,35,Male,Minya,Minya City,Government,Civil Servant,48,11391.58,Family-Owned,Mass Affluent,618
C009185,50,Female,Giza,6th of October,Private Sector,Accountant,212,32857.26,Family-Owned,Affluent,650
C009186,50,Male,Giza,Mohandessin,Private Sector,Sales Representative,252,34406.7,Family-Owned,Mass,700
C009187,63,Male,Cairo,Maadi,Private Sector,Engineer,30,32704.98,Family-Owned,Mass Affluent,681
C009188,48,Female,Gharbia,Al-Mahalla,Private Sector,IT Specialist,19,42660.89,Family-Owned,Mass,673
C009189,55,Male,Dakahlia,Mansoura,Private Sector,Sales Representative,240,31515.39,Rented,Mass,645
C009190,60,Male,Port Said,Port Said City,Government,Civil Servant,376,14923.04,Rented,Mass Affluent,550
C009191,55,Female,Alexandria,Miami,Private Sector,IT Specialist,115,36924.98,Family-Owned,Affluent,518
C009192,28,Female,Qalyubia,Shubra El-Kheima,Private Sector,IT Specialist,47,43691.48,Owned,Mass,719
C009193,41,Female,Beheira,Damanhur,Government,Police Officer,209,9912.24,Owned,Mass,629
C009194,63,Male,Cairo,Nasr City,Private Sector,IT Specialist,395,34501.52,Family-Owned,Mass Affluent,564
C009195,41,Female,Gharbia,Tanta,Private Sector,IT Specialist,195,34211.18,Family-Owned,Mass Affluent,689
C009196,37,Female,Dakahlia,Mansoura,Self-Employed,Doctor,54,34106.34,Family-Owned,Mass,545
C009197,26,Male,Cairo,Zamalek,Private Sector,Bank Employee,89,11056.59,Owned,Mass,591
C009198,27,Female,Assiut,Assiut City,Government,Public Health Worker,84,20822.8,Owned,Mass,787
C009199,32,Female,Cairo,Zamalek,Government,Police Officer,57,11320.22,Family-Owned,Mass,485
C009200,41,Female,Giza,Mohandessin,Private Sector,Bank Employee,67,32101.99,Family-Owned,Mass,582
C009201,52,Male,Giza,Sheikh Zayed,Private Sector,IT Specialist,255,22378.4,Rented,Mass Affluent,586
C009202,23,Female,Alexandria,Sidi Gaber,Private Sector,IT Specialist,21,22067.54,Rented,Mass Affluent,574
C009203,64,Male,Cairo,New Cairo,Private Sector,Sales Representative,12,34519.65,Family-Owned,Mass,527
C009204,34,Male,Giza,6th of October,Self-Employed,Freelance Consultant,118,31314.07,Family-Owned,Mass,575
C009205,59,Male,Giza,Dokki,Private Sector,Bank Employee,254,38965.06,Family-Owned,Mass,640
C009206,37,Male,Cairo,Heliopolis,Business Owner,Restaurant Owner,87,12805.9,Owned,SME Owner,568
C009207,22,Male,Sharqia,Zagazig,Business Owner,Trading Business Owner,37,30164.65,Rented,SME Owner,510
C009208,63,Female,Qalyubia,Shubra El-Kheima,Private Sector,Accountant,37,18764.91,Owned,Mass,658
C009209,24,Male,Sharqia,10th of Ramadan,Government,Civil Servant,14,12596.79,Family-Owned,Mass Affluent,601
C009210,52,Male,Cairo,Heliopolis,Government,Police Officer,10,10603.25,Rented,Mass Affluent,530
C009211,44,Male,Cairo,Zamalek,Government,Civil Servant,192,6976.48,Family-Owned,Mass,575
C009212,22,Male,Cairo,Maadi,Private Sector,IT Specialist,5,45114.5,Family-Owned,Mass,555
C009213,46,Male,Minya,Minya City,Self-Employed,Freelance Consultant,74,44143.45,Owned,Mass,577
C009214,47,Female,Qalyubia,Shubra El-Kheima,Self-Employed,Freelance Consultant,188,43484.19,Rented,Mass,628
C009215,29,Male,Giza,Mohandessin,Business Owner,Restaurant Owner,62,33456.08,Owned,SME Owner,592
C009216,28,Male,Giza,Sheikh Zayed,Private Sector,Accountant,109,34056.81,Rented,Mass,511
C009217,30,Male,Giza,Dokki,Government,Public Health Worker,30,11172.58,Owned,Mass,563
C009218,54,Male,Alexandria,Smouha,Private Sector,Accountant,220,39397.88,Owned,Mass,807
C009219,43,Female,Qalyubia,Banha,Private Sector,IT Specialist,93,50027.46,Owned,Mass,598
C009220,59,Female,Cairo,Zamalek,Business Owner,Trading Business Owner,382,31050.52,Rented,SME Owner,658
C009221,40,Male,Giza,Mohandessin,Self-Employed,Doctor,131,40165.15,Owned,Affluent,666
C009222,31,Male,Gharbia,Al-Mahalla,Private Sector,Sales Representative,50,9961.8,Rented,Mass Affluent,450
C009223,49,Female,Alexandria,Smouha,Private Sector,Bank Employee,179,40228.86,Owned,Mass,674
C009224,54,Male,Giza,Mohandessin,Private Sector,IT Specialist,110,34172.79,Rented,Mass,635
C009225,57,Male,Beheira,Damanhur,Government,Police Officer,216,8242.46,Rented,Mass Affluent,624
C009226,25,Female,Cairo,Maadi,Government,Teacher,17,11141.22,Owned,Mass Affluent,675
C009227,49,Male,Giza,Mohandessin,Government,Teacher,260,15046.77,Family-Owned,Mass,680
C009228,43,Male,Qalyubia,Shubra El-Kheima,Private Sector,Engineer,56,11857.41,Owned,Mass,527
C009229,44,Male,Assiut,Assiut City,Business Owner,Retail Shop Owner,253,48490.45,Owned,SME Owner,682
C009230,40,Female,Cairo,Maadi,Government,Public Health Worker,248,13886.84,Owned,Affluent,662
C009231,32,Male,Dakahlia,Mansoura,Business Owner,Retail Shop Owner,113,53737.49,Owned,SME Owner,660
C009232,48,Female,Cairo,Nasr City,Self-Employed,Contractor,67,43391.42,Family-Owned,Mass,632
C009233,44,Male,Gharbia,Al-Mahalla,Business Owner,Retail Shop Owner,14,53525.61,Owned,SME Owner,602
C009234,63,Female,Port Said,Port Said City,Self-Employed,Lawyer,257,17964.71,Family-Owned,Mass,566
C009235,51,Male,Alexandria,Sidi Gaber,Government,Public Health Worker,369,11081.38,Rented,Mass,695
C009236,39,Male,Cairo,Nasr City,Private Sector,Engineer,117,9765.49,Owned,Mass,534
C009237,27,Female,Cairo,Nasr City,Self-Employed,Lawyer,62,50538.4,Owned,Mass,635
C009238,60,Female,Gharbia,Tanta,Private Sector,Sales Representative,386,53216.11,Family-Owned,Affluent,741
C009239,33,Male,Qalyubia,Banha,Private Sector,Sales Representative,5,21540.89,Family-Owned,Mass,545
C009240,23,Male,Sharqia,10th of Ramadan,Business Owner,Retail Shop Owner,39,51304.91,Family-Owned,SME Owner,610
C009241,54,Male,Sharqia,10th of Ramadan,Business Owner,Restaurant Owner,204,38486.75,Owned,SME Owner,662
C009242,43,Male,Cairo,New Cairo,Private Sector,IT Specialist,164,16861.8,Rented,Mass Affluent,533
C009243,56,Female,Gharbia,Al-Mahalla,Government,Teacher,67,14520.31,Owned,Mass Affluent,653
C009244,57,Female,Alexandria,Sidi Gaber,Government,Police Officer,260,14058.69,Owned,Mass,657
C009245,24,Male,Giza,Sheikh Zayed,Self-Employed,Doctor,48,52819.96,Rented,Mass,688
C009246,64,Female,Alexandria,Sidi Gaber,Private Sector,Accountant,74,36246.07,Rented,Mass,634
C009247,60,Female,Cairo,New Cairo,Government,Civil Servant,94,15566.35,Rented,Mass Affluent,686
C009248,64,Male,Assiut,Assiut City,Government,Public Health Worker,21,17500.26,Family-Owned,Mass,682
C009249,21,Male,Qalyubia,Shubra El-Kheima,Government,Public Health Worker,17,12120.48,Family-Owned,Mass,590
C009250,44,Male,Port Said,Port Said City,Government,Public Health Worker,252,17434.72,Family-Owned,Mass,849
C009251,64,Male,Minya,Minya City,Government,Civil Servant,255,13472.99,Family-Owned,Mass,709
C009252,58,Female,Dakahlia,Mansoura,Private Sector,Accountant,402,40343.11,Owned,Mass,652
C009253,38,Male,Alexandria,Sidi Gaber,Government,Teacher,123,9328.42,Family-Owned,Mass Affluent,518
C009254,55,Male,Cairo,Heliopolis,Self-Employed,Freelance Consultant,315,54476,Family-Owned,Mass Affluent,670
C009255,54,Female,Qalyubia,Banha,Private Sector,Sales Representative,350,11866.39,Rented,Affluent,579
