collection_id,loan_id,collection_date,collection_stage,action_type,contact_attempt_number,collection_status,promise_to_pay_flag,promise_amount,promise_date
COL011749004,L011749,2024-11-25,Early,SMS,4,Escalated,FALSE,,
COL011749005,L011749,2025-01-26,Early,SMS,5,Promise Made,FALSE,,
COL011749006,L011749,2025-02-25,Early,SMS,6,Escalated,FALSE,,
COL011749007,L011749,2025-04-01,Mid,Phone Call,7,Contacted,FALSE,,
COL011749008,L011749,2025-04-28,Early,SMS,8,Escalated,TRUE,9413.96,2025-05-12
COL011749009,L011749,2025-05-30,Early,SMS,9,Escalated,FALSE,,
COL011749010,L011749,2025-08-26,Early,SMS,10,Promise Made,TRUE,9413.96,2025-09-15
COL011749011,L011749,2025-10-24,Early,SMS,11,Promise Made,FALSE,,
COL011749012,L011749,2026-01-06,Legal,Legal Action,12,No Response,FALSE,,
COL011750001,L011750,2024-10-06,Early,SMS,1,Contacted,TRUE,9260.39,2024-10-16
COL011751001,L011751,2025-01-02,Early,SMS,1,No Response,FALSE,,
COL011752001,L011752,2024-05-02,Early,SMS,1,Escalated,FALSE,,
COL011752002,L011752,2024-05-31,Early,SMS,2,Escalated,FALSE,,
COL011752003,L011752,2024-08-01,Early,SMS,3,Promise Made,FALSE,,
COL011752004,L011752,2024-09-06,Mid,Phone Call,4,Promise Made,FALSE,,
COL011752005,L011752,2025-05-02,Early,SMS,5,Promise Made,FALSE,,
COL011752006,L011752,2025-07-02,Early,SMS,6,No Response,FALSE,,
COL011752007,L011752,2025-08-27,Mid,Phone Call,7,No Response,FALSE,,
COL011753001,L011753,2024-05-05,Early,SMS,1,Promise Made,FALSE,,
COL011753002,L011753,2025-03-02,Legal,Legal Action,2,Promise Made,FALSE,,
COL011754001,L011754,2024-07-27,Mid,Phone Call,1,Escalated,FALSE,,
COL011754002,L011754,2024-09-07,Mid,Phone Call,2,Contacted,TRUE,3732.3,2024-09-15
COL011754003,L011754,2024-09-26,Early,SMS,3,Promise Made,FALSE,,
COL011754004,L011754,2024-11-07,Legal,Legal Action,4,Escalated,FALSE,,
COL011755001,L011755,2024-04-28,Early,SMS,1,Contacted,FALSE,,
COL011755002,L011755,2024-06-02,Early,SMS,2,Escalated,FALSE,,
COL011756001,L011756,2024-05-30,Legal,Legal Action,1,Promise Made,TRUE,11175.05,2024-06-09
COL011757001,L011757,2025-03-30,Early,SMS,1,Escalated,FALSE,,
COL011757002,L011757,2025-06-04,Early,SMS,2,No Response,TRUE,4099.9,2025-06-09
COL011757003,L011757,2025-06-27,Early,SMS,3,No Response,FALSE,,
COL011757004,L011757,2025-08-05,Legal,Legal Action,4,No Response,FALSE,,
COL011758001,L011758,2024-05-30,Early,SMS,1,Promise Made,FALSE,,
COL011758002,L011758,2025-07-06,Early,SMS,2,Contacted,TRUE,2726.87,2025-07-19
COL011758003,L011758,2025-10-30,Early,SMS,3,Promise Made,TRUE,2726.87,2025-11-09
COL011759001,L011759,2024-11-08,Early,SMS,1,Contacted,TRUE,6054.53,2024-11-11
COL011760001,L011760,2024-09-05,Early,SMS,1,Promise Made,FALSE,,
COL011760002,L011760,2024-11-30,Early,SMS,2,Promise Made,FALSE,,
COL011760003,L011760,2025-02-09,Early,SMS,3,Escalated,FALSE,,
COL011761001,L011761,2025-09-30,Early,SMS,1,Escalated,FALSE,,
COL011761002,L011761,2026-06-28,Early,SMS,2,Contacted,FALSE,,
COL011762001,L011762,2024-07-01,Legal,Legal Action,1,Contacted,FALSE,,
COL011762002,L011762,2024-08-27,Early,SMS,2,No Response,FALSE,,
COL011762003,L011762,2024-10-26,Early,SMS,3,Promise Made,TRUE,6152.97,2024-11-16
COL011762004,L011762,2024-11-29,Early,SMS,4,Promise Made,FALSE,,
COL011762005,L011762,2024-12-28,Mid,Phone Call,5,Promise Made,FALSE,,
COL011762006,L011762,2025-03-05,Legal,Legal Action,6,Escalated,FALSE,,
COL011762007,L011762,2025-07-29,Early,SMS,1,Promise Made,FALSE,,
COL011763001,L011763,2025-01-06,Legal,Legal Action,1,Contacted,FALSE,,
COL011764001,L011764,2024-08-04,Early,SMS,1,No Response,TRUE,10432.33,2024-08-11
COL011764002,L011764,2025-02-08,Early,SMS,2,Promise Made,FALSE,,
COL011764003,L011764,2025-08-31,Early,SMS,3,Contacted,TRUE,10432.33,2025-09-18
COL011764004,L011764,2025-12-07,Early,SMS,4,Promise Made,FALSE,,
COL011764005,L011764,2026-02-03,Early,SMS,5,No Response,TRUE,10432.33,2026-02-18
COL011764006,L011764,2026-03-02,Early,SMS,6,Escalated,FALSE,,
COL011764007,L011764,2026-04-26,Early,SMS,7,Promise Made,FALSE,,
COL011765001,L011765,2025-04-03,Early,SMS,1,Contacted,FALSE,,
COL011765002,L011765,2025-10-06,Early,SMS,2,No Response,FALSE,,
COL011765003,L011765,2026-03-05,Early,SMS,3,Escalated,FALSE,,
COL011766001,L011766,2024-07-08,Early,SMS,1,Promise Made,FALSE,,
COL011767001,L011767,2026-04-30,Early,SMS,1,Promise Made,FALSE,,
COL011768001,L011768,2024-07-01,Legal,Legal Action,1,No Response,FALSE,,
COL011769001,L011769,2024-06-07,Early,SMS,1,Escalated,TRUE,21465.37,2024-06-18
COL011769002,L011769,2024-07-06,Legal,Legal Action,2,Escalated,TRUE,21465.37,2024-07-17
COL011770001,L011770,2024-05-06,Early,SMS,1,Promise Made,FALSE,,
COL011770002,L011770,2025-04-05,Early,SMS,2,Contacted,FALSE,,
COL011770003,L011770,2026-02-08,Early,SMS,3,Promise Made,FALSE,,
COL011770004,L011770,2026-07-03,Early,SMS,4,Contacted,FALSE,,
COL011771001,L011771,2024-05-11,Early,SMS,1,Contacted,FALSE,,
COL011771002,L011771,2024-06-07,Early,SMS,2,Escalated,TRUE,1273.56,2024-06-19
COL011771003,L011771,2024-06-30,Legal,Legal Action,3,Contacted,TRUE,1273.56,2024-07-17
COL011772001,L011772,2024-09-10,Early,SMS,1,Promise Made,TRUE,7161.64,2024-09-17
COL011773001,L011773,2024-11-01,Early,SMS,1,Escalated,TRUE,3998.32,2024-11-14
COL011773002,L011773,2024-12-03,Early,SMS,2,No Response,FALSE,,
COL011773003,L011773,2025-05-07,Early,SMS,3,Escalated,TRUE,3998.32,2025-05-18
COL011773004,L011773,2025-12-04,Early,SMS,4,Contacted,FALSE,,
COL011774001,L011774,2024-07-08,Early,SMS,1,Promise Made,FALSE,,
COL011774002,L011774,2024-07-30,Early,SMS,2,Escalated,FALSE,,
COL011775001,L011775,2025-09-01,Early,SMS,1,Contacted,FALSE,,
COL011775002,L011775,2025-10-07,Early,SMS,2,Contacted,FALSE,,
COL011775003,L011775,2026-03-29,Early,SMS,3,Escalated,FALSE,,
COL011776001,L011776,2024-08-27,Early,SMS,1,Promise Made,TRUE,4395.01,2024-09-13
COL011777001,L011777,2024-05-29,Early,SMS,1,No Response,TRUE,2364.77,2024-06-14
COL011777002,L011777,2024-06-30,Early,SMS,2,No Response,FALSE,,
COL011777003,L011777,2025-02-04,Early,SMS,3,Contacted,FALSE,,
COL011777004,L011777,2025-06-08,Early,SMS,4,Contacted,FALSE,,
COL011777005,L011777,2025-07-02,Early,SMS,5,Escalated,FALSE,,
COL011777006,L011777,2025-09-07,Early,SMS,6,Promise Made,TRUE,2364.77,2025-09-14
COL011778001,L011778,2025-12-09,Legal,Legal Action,1,No Response,FALSE,,
COL011779001,L011779,2024-06-04,Early,SMS,1,Contacted,FALSE,,
COL011779002,L011779,2024-07-31,Early,SMS,2,No Response,TRUE,5330.75,2024-08-17
COL011779003,L011779,2024-09-29,Early,SMS,3,Escalated,FALSE,,
COL011779004,L011779,2025-05-01,Early,SMS,4,Escalated,FALSE,,
COL011779005,L011779,2025-07-02,Early,SMS,5,No Response,FALSE,,
COL011779006,L011779,2026-03-31,Early,SMS,6,Escalated,TRUE,5330.75,2026-04-11
COL011780001,L011780,2024-05-08,Early,SMS,1,Promise Made,FALSE,,
COL011780002,L011780,2024-09-05,Early,SMS,2,Promise Made,FALSE,,
COL011780003,L011780,2024-10-08,Early,SMS,3,No Response,TRUE,4638.31,2024-10-15
COL011780004,L011780,2025-02-05,Legal,Legal Action,4,Contacted,FALSE,,
COL011780005,L011780,2025-04-29,Early,SMS,1,No Response,FALSE,,
COL011780006,L011780,2025-06-10,Mid,Phone Call,2,Escalated,FALSE,,
COL011780007,L011780,2025-07-28,Early,SMS,3,Promise Made,FALSE,,
COL011780008,L011780,2025-08-28,Early,SMS,4,Contacted,FALSE,,
COL011780009,L011780,2025-09-27,Early,SMS,5,Escalated,FALSE,,
COL011780010,L011780,2025-10-28,Early,SMS,6,No Response,FALSE,,
COL011780011,L011780,2026-02-02,Legal,Legal Action,7,Contacted,TRUE,3307.99,2026-02-17
COL011781001,L011781,2024-04-27,Mid,Phone Call,1,Promise Made,FALSE,,
COL011781002,L011781,2024-08-06,Early,SMS,2,Promise Made,TRUE,2110.94,2024-08-13
COL011781003,L011781,2024-10-29,Legal,Legal Action,3,Escalated,FALSE,,
COL011782001,L011782,2025-08-03,Early,SMS,1,No Response,FALSE,,
COL011783001,L011783,2024-09-01,Early,SMS,1,Promise Made,TRUE,11477.63,2024-09-18
COL011783002,L011783,2024-11-10,Early,SMS,2,No Response,FALSE,,
COL011783003,L011783,2025-07-05,Early,SMS,3,Promise Made,FALSE,,
COL011783004,L011783,2025-12-29,Early,SMS,4,Contacted,FALSE,,
COL011783005,L011783,2026-01-28,Early,SMS,5,No Response,FALSE,,
COL011784001,L011784,2024-08-01,Early,SMS,1,Promise Made,TRUE,14964.76,2024-08-17
COL011785001,L011785,2024-09-05,Early,SMS,1,Escalated,TRUE,6391.55,2024-09-19
COL011785002,L011785,2025-10-03,Early,SMS,2,No Response,FALSE,,
COL011786001,L011786,2025-01-09,Early,SMS,1,No Response,TRUE,1907.75,2025-01-18
COL011787001,L011787,2024-08-09,Early,SMS,1,No Response,FALSE,,
COL011787002,L011787,2024-09-10,Early,SMS,2,Promise Made,FALSE,,
COL011787003,L011787,2024-10-31,Early,SMS,3,Contacted,FALSE,,
COL011788001,L011788,2025-04-06,Early,SMS,1,No Response,FALSE,,
COL011789001,L011789,2025-08-03,Early,SMS,1,Escalated,TRUE,3438.58,2025-08-19
COL011789002,L011789,2025-11-11,Early,SMS,2,Contacted,FALSE,,
COL011790001,L011790,2024-10-03,Early,SMS,1,Promise Made,FALSE,,
COL011790002,L011790,2025-03-28,Early,SMS,2,Promise Made,FALSE,,
COL011790003,L011790,2026-05-03,Early,SMS,3,Contacted,FALSE,,
COL011792001,L011792,2024-05-10,Early,SMS,1,No Response,FALSE,,
COL011792002,L011792,2024-06-05,Mid,Phone Call,2,Escalated,FALSE,,
COL011792003,L011792,2024-06-30,Mid,Phone Call,3,No Response,FALSE,,
COL011792004,L011792,2024-08-03,Mid,Phone Call,4,No Response,TRUE,12813.64,2024-08-13
COL011792005,L011792,2024-10-31,Early,SMS,5,Promise Made,FALSE,,
COL011793001,L011793,2024-05-03,Legal,Legal Action,1,Contacted,FALSE,,
COL011793002,L011793,2025-08-11,Early,SMS,2,No Response,FALSE,,
COL011793003,L011793,2026-03-04,Early,SMS,3,Contacted,TRUE,3630.85,2026-03-15
COL011794001,L011794,2024-05-08,Mid,Phone Call,1,Escalated,FALSE,,
COL011794002,L011794,2024-05-28,Mid,Phone Call,2,Promise Made,TRUE,2334.89,2024-06-18
COL011794003,L011794,2024-07-06,Early,SMS,3,Promise Made,TRUE,2334.89,2024-07-14
COL011794004,L011794,2024-09-06,Mid,Phone Call,4,Contacted,FALSE,,
COL011794005,L011794,2024-12-06,Mid,Phone Call,5,No Response,FALSE,,
COL011794006,L011794,2025-01-06,Mid,Phone Call,6,Promise Made,TRUE,2334.89,2025-01-12
COL011794007,L011794,2025-02-08,Mid,Phone Call,7,Contacted,FALSE,,
COL011794008,L011794,2025-04-11,Early,SMS,8,Escalated,FALSE,,
COL011794009,L011794,2025-05-11,Legal,Legal Action,9,Contacted,FALSE,,
COL011795001,L011795,2024-10-05,Early,SMS,1,No Response,FALSE,,
COL011795002,L011795,2024-12-29,Early,SMS,2,Promise Made,FALSE,,
COL011796001,L011796,2024-09-01,Legal,Legal Action,1,Contacted,TRUE,6080.64,2024-09-12
COL011796002,L011796,2025-10-08,Early,SMS,1,Escalated,TRUE,5007.52,2025-10-15
COL011797001,L011797,2024-06-10,Early,SMS,1,No Response,FALSE,,
COL011797002,L011797,2024-09-12,Legal,Legal Action,2,Contacted,FALSE,,
COL011798001,L011798,2025-06-07,Early,SMS,1,Contacted,TRUE,7437.01,2025-06-16
COL011799001,L011799,2024-06-08,Early,SMS,1,No Response,FALSE,,
COL011799002,L011799,2024-09-29,Early,SMS,2,No Response,FALSE,,
COL011800001,L011800,2024-06-08,Mid,Phone Call,1,Escalated,TRUE,14557.29,2024-06-13
COL011800002,L011800,2024-06-30,Early,SMS,2,Contacted,FALSE,,
COL011800003,L011800,2024-08-30,Early,SMS,3,No Response,FALSE,,
COL011800004,L011800,2024-11-29,Early,SMS,4,Promise Made,TRUE,14557.32,2024-12-23
COL011801001,L011801,2024-11-12,Early,SMS,1,Contacted,FALSE,,
COL011801002,L011801,2025-01-31,Legal,Legal Action,2,Contacted,FALSE,,
COL011802001,L011802,2024-06-12,Early,SMS,1,Contacted,TRUE,1403.52,2024-06-20
COL011802002,L011802,2024-08-10,Early,SMS,2,No Response,FALSE,,
COL011802003,L011802,2025-12-09,Early,SMS,3,No Response,TRUE,1403.52,2025-12-22
COL011802004,L011802,2026-05-04,Early,SMS,4,Promise Made,FALSE,,
COL011803001,L011803,2024-09-10,Early,SMS,1,Contacted,FALSE,,
COL011803002,L011803,2025-07-10,Early,SMS,2,No Response,FALSE,,
COL011803003,L011803,2026-05-10,Early,SMS,3,No Response,FALSE,,
COL011803004,L011803,2026-06-09,Early,SMS,4,Promise Made,FALSE,,
COL011804001,L011804,2025-09-02,Early,SMS,1,Promise Made,FALSE,,
COL011804002,L011804,2025-12-07,Early,SMS,2,Promise Made,FALSE,,
COL011805001,L011805,2024-08-04,Early,SMS,1,Promise Made,FALSE,,
COL011805002,L011805,2024-10-01,Legal,Legal Action,2,Promise Made,TRUE,5728.71,2024-10-23
COL011806001,L011806,2025-03-13,Legal,Legal Action,1,No Response,TRUE,6515.28,2025-03-25
COL011808001,L011808,2024-11-03,Legal,Legal Action,1,No Response,TRUE,11786.9,2024-11-14
COL011808002,L011808,2024-12-03,Early,SMS,1,Escalated,FALSE,,
COL011808003,L011808,2025-01-05,Early,SMS,2,Promise Made,FALSE,,
COL011808004,L011808,2025-05-12,Early,SMS,3,Promise Made,FALSE,,
COL011808005,L011808,2025-07-31,Legal,Legal Action,4,Promise Made,FALSE,,
COL011809001,L011809,2024-05-01,Early,SMS,1,No Response,FALSE,,
COL011809002,L011809,2026-01-06,Early,SMS,2,Escalated,FALSE,,
COL011810001,L011810,2024-05-10,Mid,Phone Call,1,Contacted,TRUE,11069.32,2024-05-17
COL011810002,L011810,2024-06-11,Mid,Phone Call,2,No Response,FALSE,,
COL011810003,L011810,2024-08-02,Early,SMS,3,Promise Made,TRUE,11069.32,2024-08-18
COL011810004,L011810,2025-02-07,Mid,Phone Call,4,No Response,FALSE,,
COL011810005,L011810,2025-03-10,Early,SMS,5,Contacted,TRUE,11069.32,2025-03-18
COL011810006,L011810,2025-04-11,Early,SMS,6,Contacted,FALSE,,
COL011810007,L011810,2025-06-05,Early,SMS,7,No Response,TRUE,11069.32,2025-06-22
COL011810008,L011810,2025-08-07,Early,SMS,8,Escalated,TRUE,11069.32,2025-08-15
COL011810009,L011810,2025-09-10,Legal,Legal Action,9,Contacted,TRUE,11069.32,2025-09-15
COL011810010,L011810,2025-10-10,Early,SMS,1,Promise Made,TRUE,5886.97,2025-10-18
COL011811001,L011811,2026-03-03,Early,SMS,1,Contacted,FALSE,,
COL011813001,L011813,2025-10-09,Early,SMS,1,Promise Made,TRUE,2935.11,2025-10-19
COL011814001,L011814,2025-11-30,Early,SMS,1,Promise Made,FALSE,,
COL011814002,L011814,2026-01-01,Early,SMS,2,Promise Made,FALSE,,
COL011815001,L011815,2024-05-08,Early,SMS,1,Promise Made,TRUE,2853.93,2024-05-21
COL011815002,L011815,2024-07-04,Early,SMS,2,Contacted,FALSE,,
COL011815003,L011815,2024-08-03,Early,SMS,3,Contacted,FALSE,,
COL011815004,L011815,2025-01-05,Early,SMS,4,Escalated,FALSE,,
COL011815005,L011815,2025-06-03,Early,SMS,5,No Response,FALSE,,
COL011815006,L011815,2025-09-11,Early,SMS,6,No Response,FALSE,,
COL011815007,L011815,2025-10-02,Legal,Legal Action,7,Escalated,TRUE,2854.02,2025-10-18
COL011816001,L011816,2024-05-14,Legal,Legal Action,1,No Response,FALSE,,
COL011816002,L011816,2024-07-07,Legal,Legal Action,2,Promise Made,FALSE,,
COL011817001,L011817,2024-07-10,Early,SMS,1,Promise Made,FALSE,,
COL011818001,L011818,2024-06-02,Early,SMS,1,Escalated,FALSE,,
COL011818002,L011818,2024-11-12,Early,SMS,2,Contacted,TRUE,11448.81,2024-11-16
COL011818003,L011818,2026-03-07,Early,SMS,3,Contacted,FALSE,,
COL011818004,L011818,2026-05-08,Early,SMS,4,No Response,FALSE,,
COL011819001,L011819,2024-11-04,Early,SMS,1,Escalated,TRUE,3131.81,2024-11-14
COL011819002,L011819,2024-12-08,Early,SMS,2,No Response,TRUE,3131.81,2024-12-19
COL011819003,L011819,2025-09-06,Early,SMS,3,Escalated,FALSE,,
COL011819004,L011819,2026-04-30,Early,SMS,4,No Response,FALSE,,
COL011819005,L011819,2026-06-07,Early,SMS,5,Contacted,TRUE,3131.81,2026-06-22
COL011820001,L011820,2024-10-01,Early,SMS,1,Promise Made,FALSE,,
COL011820002,L011820,2025-07-10,Legal,Legal Action,2,Contacted,TRUE,2646.66,2025-07-17
COL011820003,L011820,2025-09-13,Early,SMS,1,No Response,FALSE,,
COL011820004,L011820,2025-10-10,Early,SMS,2,No Response,TRUE,2314.97,2025-10-15
COL011820005,L011820,2025-11-08,Early,SMS,3,No Response,TRUE,2314.97,2025-11-21
COL011821001,L011821,2024-07-05,Early,SMS,1,No Response,FALSE,,
COL011821002,L011821,2026-04-02,Early,SMS,2,Promise Made,FALSE,,
COL011823001,L011823,2024-05-14,Mid,Phone Call,1,Promise Made,FALSE,,
COL011823002,L011823,2024-09-03,Early,SMS,2,No Response,FALSE,,
COL011823003,L011823,2024-10-03,Early,SMS,3,Contacted,FALSE,,
COL011823004,L011823,2024-10-31,Mid,Phone Call,4,No Response,FALSE,,
COL011823005,L011823,2025-01-06,Early,SMS,5,No Response,TRUE,6235.68,2025-01-21
COL011823006,L011823,2025-02-05,Mid,Phone Call,6,Escalated,FALSE,,
COL011823007,L011823,2025-03-08,Early,SMS,7,No Response,FALSE,,
COL011823008,L011823,2025-04-07,Legal,Legal Action,8,Promise Made,TRUE,6235.68,2025-04-16
COL011824001,L011824,2024-11-04,Early,SMS,1,Escalated,FALSE,,
COL011825001,L011825,2024-05-15,Early,SMS,1,Escalated,FALSE,,
COL011825002,L011825,2025-02-04,Early,SMS,2,No Response,FALSE,,
COL011826001,L011826,2025-04-10,Early,SMS,1,Escalated,FALSE,,
COL011826002,L011826,2026-01-07,Early,SMS,2,Contacted,FALSE,,
COL011826003,L011826,2026-05-04,Early,SMS,3,Promise Made,TRUE,5305.67,2026-05-23
COL011826004,L011826,2026-07-06,Early,SMS,4,No Response,TRUE,5305.67,2026-07-19
COL011827001,L011827,2024-05-09,Early,SMS,1,No Response,FALSE,,
COL011827002,L011827,2024-09-03,Early,SMS,2,Escalated,FALSE,,
COL011827003,L011827,2025-01-04,Early,SMS,3,No Response,FALSE,,
COL011828001,L011828,2025-03-15,Early,SMS,1,Promise Made,FALSE,,
COL011828002,L011828,2026-07-10,Early,SMS,2,No Response,FALSE,,
COL011829001,L011829,2025-03-13,Early,SMS,1,No Response,FALSE,,
COL011830001,L011830,2025-03-07,Early,SMS,1,Escalated,FALSE,,
COL011830002,L011830,2026-03-16,Early,SMS,2,Contacted,FALSE,,
COL011831001,L011831,2024-06-08,Early,SMS,1,Escalated,FALSE,,
COL011831002,L011831,2025-01-31,Legal,Legal Action,2,Promise Made,TRUE,6552.12,2025-02-18
COL011832001,L011832,2024-05-15,Early,SMS,1,Promise Made,TRUE,4964.13,2024-05-25
COL011832002,L011832,2024-09-05,Early,SMS,2,No Response,FALSE,,
COL011832003,L011832,2024-10-09,Early,SMS,3,Contacted,TRUE,4964.13,2024-10-16
COL011832004,L011832,2024-12-01,Early,SMS,4,No Response,FALSE,,
COL011832005,L011832,2025-01-04,Early,SMS,5,Escalated,TRUE,4964.13,2025-01-22
COL011833001,L011833,2025-01-01,Early,SMS,1,No Response,TRUE,7688.26,2025-01-18
COL011833002,L011833,2025-09-13,Early,SMS,2,Contacted,FALSE,,
COL011833003,L011833,2026-07-11,Early,SMS,3,Contacted,FALSE,,
COL011834001,L011834,2024-07-13,Early,SMS,1,Contacted,TRUE,1463.31,2024-07-23
COL011834002,L011834,2026-03-06,Early,SMS,2,Promise Made,FALSE,,
COL011835001,L011835,2024-12-10,Early,SMS,1,Contacted,FALSE,,
COL011836001,L011836,2024-06-08,Legal,Legal Action,1,No Response,FALSE,,
COL011836002,L011836,2024-11-09,Early,SMS,1,Contacted,TRUE,2765.15,2024-11-17
COL011836003,L011836,2026-03-08,Early,SMS,2,No Response,TRUE,2765.15,2026-03-18
COL011837001,L011837,2024-05-10,Early,SMS,1,Escalated,FALSE,,
COL011837002,L011837,2024-06-03,Legal,Legal Action,2,Promise Made,TRUE,7941.8,2024-06-22
COL011837003,L011837,2024-10-10,Early,SMS,1,Escalated,TRUE,5873.58,2024-10-24
COL011837004,L011837,2025-08-08,Early,SMS,2,Contacted,FALSE,,
COL011838001,L011838,2024-09-07,Early,SMS,1,No Response,FALSE,,
COL011838002,L011838,2024-10-15,Early,SMS,2,Contacted,TRUE,6403.93,2024-10-19
COL011838003,L011838,2025-06-09,Early,SMS,3,No Response,FALSE,,
COL011838004,L011838,2026-07-02,Early,SMS,4,No Response,FALSE,,
COL011839001,L011839,2024-05-10,Early,SMS,1,Escalated,FALSE,,
COL011839002,L011839,2024-06-01,Legal,Legal Action,2,Escalated,FALSE,,
COL011840001,L011840,2024-10-13,Early,SMS,1,Promise Made,FALSE,,
COL011840002,L011840,2025-11-09,Early,SMS,2,Promise Made,FALSE,,
COL011841001,L011841,2024-08-01,Early,SMS,1,No Response,FALSE,,
COL011841002,L011841,2025-06-06,Early,SMS,2,Escalated,FALSE,,
COL011842001,L011842,2025-04-13,Legal,Legal Action,1,No Response,TRUE,19981.03,2025-04-20
COL011844001,L011844,2024-06-03,Early,SMS,1,Escalated,FALSE,,
COL011844002,L011844,2024-10-15,Early,SMS,2,Escalated,TRUE,2997.8,2024-10-19
COL011844003,L011844,2024-12-05,Early,SMS,3,Escalated,FALSE,,
COL011845001,L011845,2024-09-09,Early,SMS,1,No Response,FALSE,,
COL011845002,L011845,2025-03-06,Early,SMS,2,Escalated,FALSE,,
COL011845003,L011845,2025-06-05,Early,SMS,3,Escalated,FALSE,,
COL011845004,L011845,2026-07-16,Early,SMS,4,Promise Made,TRUE,843.64,2026-07-21
COL011846001,L011846,2024-06-13,Early,SMS,1,No Response,TRUE,2071.89,2024-06-21
COL011846002,L011846,2024-08-03,Legal,Legal Action,2,Escalated,TRUE,2071.89,2024-08-23
COL011847001,L011847,2024-09-08,Early,SMS,1,Escalated,FALSE,,
COL011847002,L011847,2024-10-07,Early,SMS,2,Escalated,TRUE,23845.21,2024-10-25
COL011847003,L011847,2024-12-08,Mid,Phone Call,3,Escalated,FALSE,,
COL011847004,L011847,2025-01-15,Early,SMS,4,Promise Made,FALSE,,
COL011847005,L011847,2025-03-14,Mid,Phone Call,5,Contacted,TRUE,23845.21,2025-03-23
COL011847006,L011847,2025-05-07,Mid,Phone Call,6,No Response,FALSE,,
COL011847007,L011847,2025-06-11,Early,SMS,7,Contacted,FALSE,,
COL011847008,L011847,2025-09-12,Mid,Phone Call,8,No Response,FALSE,,
COL011847009,L011847,2025-11-12,Early,SMS,9,Promise Made,FALSE,,
COL011847010,L011847,2025-12-06,Mid,Phone Call,10,Contacted,FALSE,,
COL011847011,L011847,2026-02-10,Mid,Phone Call,11,Contacted,TRUE,23845.21,2026-02-20
COL011847012,L011847,2026-04-13,Mid,Phone Call,12,Escalated,FALSE,,
COL011847013,L011847,2026-05-05,Late,Field Visit,13,Contacted,FALSE,,
COL011847014,L011847,2026-06-13,Early,SMS,14,Promise Made,FALSE,,
COL011847015,L011847,2026-07-02,Early,SMS,15,Promise Made,TRUE,23845.21,2026-07-24
COL011848001,L011848,2024-06-11,Early,SMS,1,Promise Made,FALSE,,
COL011848002,L011848,2024-11-09,Early,SMS,2,Promise Made,FALSE,,
COL011849001,L011849,2024-12-16,Early,SMS,1,No Response,TRUE,7791.4,2024-12-18
COL011849002,L011849,2025-03-04,Early,SMS,2,No Response,FALSE,,
COL011849003,L011849,2025-05-10,Early,SMS,3,Contacted,FALSE,,
COL011849004,L011849,2025-10-12,Early,SMS,4,Contacted,TRUE,7791.4,2025-10-19
COL011849005,L011849,2026-03-14,Early,SMS,5,Contacted,TRUE,7791.4,2026-03-22
COL011850001,L011850,2024-09-03,Mid,Phone Call,1,Escalated,FALSE,,
COL011850002,L011850,2024-11-11,Legal,Legal Action,2,Escalated,FALSE,,
COL011852001,L011852,2024-05-04,Legal,Legal Action,1,Escalated,FALSE,,
COL011853001,L011853,2025-11-04,Early,SMS,1,No Response,TRUE,5786.3,2025-11-25
COL011853002,L011853,2026-01-16,Early,SMS,2,Contacted,TRUE,5786.3,2026-01-18
COL011853003,L011853,2026-04-08,Early,SMS,3,Escalated,FALSE,,
COL011853004,L011853,2026-08-04,Early,SMS,4,Promise Made,FALSE,,
COL011854001,L011854,2024-06-09,Early,SMS,1,Promise Made,FALSE,,
COL011854002,L011854,2025-07-03,Early,SMS,2,Escalated,FALSE,,
COL011855001,L011855,2024-06-16,Early,SMS,1,No Response,FALSE,,
COL011856001,L011856,2024-06-10,Early,SMS,1,Escalated,FALSE,,
COL011859001,L011859,2024-05-04,Early,SMS,1,Contacted,FALSE,,
COL011859002,L011859,2024-07-08,Legal,Legal Action,2,Promise Made,FALSE,,
COL011859003,L011859,2024-08-17,Mid,Phone Call,1,Contacted,FALSE,,
COL011859004,L011859,2024-09-10,Early,SMS,2,No Response,TRUE,3364.7,2024-09-22
COL011859005,L011859,2024-10-07,Mid,Phone Call,3,Contacted,FALSE,,
COL011859006,L011859,2024-11-03,Mid,Phone Call,4,Contacted,FALSE,,
COL011859007,L011859,2024-12-15,Early,SMS,5,Promise Made,FALSE,,
COL011859008,L011859,2025-03-07,Early,SMS,6,Promise Made,TRUE,3364.7,2025-03-22
COL011859009,L011859,2025-05-07,Early,SMS,7,Promise Made,TRUE,3364.7,2025-05-19
COL011859010,L011859,2025-10-10,Early,SMS,8,No Response,FALSE,,
COL011859011,L011859,2025-11-17,Mid,Phone Call,9,Escalated,TRUE,3364.7,2025-11-19
COL011859012,L011859,2026-01-08,Legal,Legal Action,10,Promise Made,TRUE,3364.7,2026-01-19
COL011859013,L011859,2026-02-07,Early,SMS,1,Escalated,FALSE,,
COL011859014,L011859,2026-04-06,Early,SMS,2,Promise Made,FALSE,,
COL011860001,L011860,2024-05-12,Early,SMS,1,Promise Made,FALSE,,
COL011860002,L011860,2024-08-12,Early,SMS,2,Promise Made,FALSE,,
COL011860003,L011860,2025-08-07,Early,SMS,3,No Response,FALSE,,
COL011860004,L011860,2026-05-13,Late,Field Visit,4,Escalated,TRUE,2386.52,2026-05-25
COL011861001,L011861,2024-10-07,Early,SMS,1,No Response,FALSE,,
