collateral_id,loan_id,collateral_type,value_at_origination,valuation_date,current_estimated_value,collateral_status,repossession_date,liquidation_date,gross_sale_proceeds,liquidation_costs,net_recovery
COLL012057,L012057,Business Asset / Property,302584.27,2024-04-21,302584.27,Pledged,,,,,
COLL012061,L012061,Vehicle,263506.49,2024-04-21,263506.49,Pledged,,,,,
COLL012077,L012077,Vehicle,249382.72,2024-04-23,249382.72,Pledged,,,,,
COLL012082,L012082,Business Asset / Property,188666.67,2024-04-23,188666.67,Pledged,,,,,
COLL012086,L012086,Business Asset / Property,369090.91,2024-04-24,369090.91,Released,,,,,
COLL012104,L012104,Business Asset / Property,913246.75,2024-04-26,913246.75,Pledged,,,,,
COLL012111,L012111,Vehicle,317397.26,2024-04-26,317397.26,Pledged,,,,,
COLL012120,L012120,Business Asset / Property,503733.33,2024-04-27,503733.33,Pledged,,,,,
COLL012132,L012132,Vehicle,223820.22,2024-04-29,223820.22,Pledged,,,,,
COLL012147,L012147,Business Asset / Property,606216.22,2024-05-01,606216.22,Released,,,,,
COLL012149,L012149,Business Asset / Property,1176842.11,2024-05-01,1000315.79,Liquidated,2025-01-14,2025-02-13,938736.06,52998.9,885737.16
COLL012172,L012172,Vehicle,211971.83,2024-05-03,211971.83,Released,,,,,
COLL012178,L012178,Vehicle,225921.05,2024-05-04,225921.05,Pledged,,,,,
COLL012191,L012191,Business Asset / Property,241111.11,2024-05-05,241111.11,Pledged,,,,,
COLL012234,L012234,Business Asset / Property,324054.05,2024-05-10,324054.05,Pledged,,,,,
COLL012239,L012239,Vehicle,341126.76,2024-05-10,341126.76,Released,,,,,
COLL012288,L012288,Business Asset / Property,371285.71,2024-05-16,371285.71,Pledged,,,,,
COLL012290,L012290,Vehicle,215487.8,2024-05-16,215487.8,Pledged,,,,,
COLL012300,L012300,Vehicle,207974.68,2024-05-17,207974.68,Released,,,,,
COLL012380,L012380,Vehicle,594459.46,2024-05-27,594459.46,Pledged,,,,,
COLL012396,L012396,Vehicle,479545.45,2024-05-29,479545.45,Pledged,,,,,
COLL012417,L012417,Vehicle,218409.09,2025-08-30,218409.09,Pledged,,,,,
COLL012428,L012428,Vehicle,269655.17,2024-06-01,269655.17,Pledged,,,,,
COLL012434,L012434,Vehicle,292027.03,2024-06-02,292027.03,Pledged,,,,,
COLL012451,L012451,Business Asset / Property,131395.35,2024-06-03,131395.35,Pledged,,,,,
COLL012459,L012459,Vehicle,329879.52,2024-06-05,329879.52,Pledged,,,,,
COLL012473,L012473,Business Asset / Property,102739.73,2025-12-06,102739.73,Pledged,,,,,
COLL012511,L012511,Vehicle,214186.05,2026-03-11,214186.05,Pledged,,,,,
COLL012523,L012523,Vehicle,671428.57,2024-06-12,671428.57,Pledged,,,,,
COLL012531,L012531,Vehicle,701666.67,2024-06-13,701666.67,Pledged,,,,,
COLL012532,L012532,Business Asset / Property,129871.79,2024-06-13,129871.79,Pledged,,,,,
COLL012533,L012533,Vehicle,381511.63,2024-06-13,381511.63,Pledged,,,,,
COLL012570,L012570,Vehicle,681780.82,2024-06-17,681780.82,Pledged,,,,,
COLL012572,L012572,Vehicle,363116.88,2024-06-17,363116.88,Pledged,,,,,
COLL012593,L012593,Business Asset / Property,182894.74,2024-06-19,182894.74,Pledged,,,,,
COLL012612,L012612,Business Asset / Property,286329.11,2024-06-21,286329.11,Pledged,,,,,
COLL012619,L012619,Business Asset / Property,342470.59,2026-03-22,342470.59,Pledged,,,,,
COLL012643,L012643,Vehicle,322098.77,2024-06-25,322098.77,Pledged,,,,,
COLL012651,L012651,Vehicle,390512.82,2024-06-25,390512.82,Pledged,,,,,
COLL012665,L012665,Business Asset / Property,257837.84,2024-06-27,257837.84,Pledged,,,,,
COLL012666,L012666,Business Asset / Property,151460.67,2025-06-27,128741.57,Liquidated,2025-09-15,2025-10-27,120871.67,8283.91,112587.76
COLL012673,L012673,Vehicle,482714.29,2024-06-27,482714.29,Pledged,,,,,
COLL012682,L012682,Business Asset / Property,224457.83,2024-06-28,224457.83,Pledged,,,,,
COLL012683,L012683,Vehicle,230769.23,2024-06-28,230769.23,Pledged,,,,,
COLL012688,L012688,Business Asset / Property,285492.96,2024-06-29,285492.96,Pledged,,,,,
COLL012714,L012714,Business Asset / Property,472567.57,2024-07-02,472567.57,Released,,,,,
COLL012723,L012723,Business Asset / Property,561395.35,2024-07-03,561395.35,Pledged,,,,,
COLL012753,L012753,Vehicle,539375,2024-07-05,539375,Pledged,,,,,
COLL012756,L012756,Vehicle,270000,2024-07-06,270000,Pledged,,,,,
COLL012791,L012791,Vehicle,593750,2025-09-11,504687.5,Liquidated,2026-01-28,2026-03-02,497307.24,22486.89,474820.35
COLL012824,L012824,Vehicle,256712.33,2024-07-16,256712.33,Pledged,,,,,
COLL012858,L012858,Vehicle,673380.28,2024-07-20,673380.28,Pledged,,,,,
COLL012862,L012862,Business Asset / Property,426666.67,2024-07-20,426666.67,Pledged,,,,,
COLL012871,L012871,Business Asset / Property,498941.18,2024-07-22,424100,Liquidated,2025-05-28,2025-06-26,285372.87,20278.17,265094.7
COLL012884,L012884,Vehicle,376296.3,2024-07-25,376296.3,Pledged,,,,,
COLL012889,L012889,Business Asset / Property,72361.11,2024-07-25,72361.11,Pledged,,,,,
COLL012895,L012895,Business Asset / Property,201643.84,2024-07-25,201643.84,Pledged,,,,,
COLL012898,L012898,Vehicle,207837.84,2024-07-25,207837.84,Pledged,,,,,
COLL012899,L012899,Vehicle,476395.35,2024-07-25,476395.35,Pledged,,,,,
COLL012911,L012911,Business Asset / Property,178481.01,2024-07-27,151708.86,Liquidated,2024-12-07,2024-12-30,135494.75,6387.79,129106.96
COLL012914,L012914,Vehicle,260571.43,2024-11-27,260571.43,Pledged,,,,,
COLL012919,L012919,Vehicle,963733.33,2024-07-28,963733.33,Pledged,,,,,
COLL012920,L012920,Vehicle,230454.55,2024-07-28,230454.55,Released,,,,,
COLL012952,L012952,Business Asset / Property,560777.78,2024-08-02,476661.11,Liquidated,2024-10-22,2024-11-29,449572.65,27169.44,422403.21
COLL012966,L012966,Vehicle,294117.65,2024-10-04,294117.65,Pledged,,,,,
COLL012979,L012979,Vehicle,551011.24,2024-08-05,551011.24,Pledged,,,,,
COLL012981,L012981,Vehicle,939438.2,2024-08-05,939438.2,Pledged,,,,,
COLL013014,L013014,Business Asset / Property,236666.67,2024-08-08,236666.67,Released,,,,,
COLL013028,L013028,Vehicle,215194.81,2024-08-10,215194.81,Released,,,,,
COLL013044,L013044,Vehicle,288625,2024-08-12,288625,Pledged,,,,,
COLL013055,L013055,Vehicle,902191.78,2024-08-13,902191.78,Pledged,,,,,
COLL013056,L013056,Vehicle,230909.09,2024-08-13,230909.09,Pledged,,,,,
COLL013064,L013064,Business Asset / Property,124929.58,2025-07-14,124929.58,Pledged,,,,,
COLL013065,L013065,Vehicle,278309.86,2024-08-14,236563.38,Liquidated,2025-08-20,2025-09-09,208956.28,14629.35,194326.93
COLL013098,L013098,Vehicle,694390.24,2024-08-19,694390.24,Pledged,,,,,
COLL013103,L013103,Vehicle,534269.66,2024-08-20,454129.21,Liquidated,2024-12-31,2025-02-03,440481.03,27945.68,412535.35
COLL013108,L013108,Business Asset / Property,642962.96,2024-08-20,642962.96,Pledged,,,,,
COLL013110,L013110,Vehicle,338192.77,2024-09-20,338192.77,Pledged,,,,,
COLL013126,L013126,Vehicle,286585.37,2024-08-23,286585.37,Pledged,,,,,
COLL013146,L013146,Vehicle,800602.41,2024-08-26,800602.41,Pledged,,,,,
COLL013155,L013155,Vehicle,227356.32,2024-08-27,193252.87,Liquidated,2024-11-02,2024-11-21,188957.73,6960.26,181997.47
COLL013166,L013166,Business Asset / Property,132666.67,2024-08-28,132666.67,Pledged,,,,,
COLL013177,L013177,Business Asset / Property,680333.33,2024-08-29,680333.33,Pledged,,,,,
COLL013178,L013178,Vehicle,497857.14,2024-08-29,497857.14,Pledged,,,,,
COLL013179,L013179,Vehicle,411714.29,2024-08-29,411714.29,Pledged,,,,,
COLL013196,L013196,Vehicle,287804.88,2024-08-31,287804.88,Pledged,,,,,
COLL013228,L013228,Vehicle,312954.55,2024-09-04,312954.55,Released,,,,,
COLL013229,L013229,Vehicle,364166.67,2024-09-04,364166.67,Pledged,,,,,
COLL013253,L013253,Business Asset / Property,72988.51,2024-09-07,72988.51,Pledged,,,,,
COLL013275,L013275,Vehicle,250804.6,2024-09-08,250804.6,Pledged,,,,,
COLL013281,L013281,Business Asset / Property,142278.48,2024-09-09,142278.48,Pledged,,,,,
COLL013374,L013374,Vehicle,460921.05,2024-09-19,460921.05,Pledged,,,,,
COLL013382,L013382,Vehicle,210000,2024-09-20,210000,Pledged,,,,,
COLL013391,L013391,Vehicle,451860.47,2024-09-21,451860.47,Pledged,,,,,
COLL013393,L013393,Vehicle,301264.37,2024-09-21,301264.37,Pledged,,,,,
COLL013415,L013415,Vehicle,351025.64,2024-09-23,298371.79,Liquidated,2025-06-06,2025-07-12,242878.11,15743.04,227135.07
COLL013428,L013428,Vehicle,443000,2024-09-24,443000,Pledged,,,,,
COLL013430,L013430,Vehicle,189176.47,2024-09-24,189176.47,Pledged,,,,,
COLL013450,L013450,Business Asset / Property,335000,2024-09-26,335000,Pledged,,,,,
COLL013467,L013467,Vehicle,1297407.41,2024-09-28,1297407.41,Pledged,,,,,
COLL013476,L013476,Business Asset / Property,153146.07,2024-09-29,153146.07,Pledged,,,,,
COLL013478,L013478,Business Asset / Property,234366.2,2025-07-29,234366.2,Pledged,,,,,
COLL013482,L013482,Vehicle,248648.65,2024-09-29,248648.65,Pledged,,,,,
COLL013506,L013506,Business Asset / Property,84235.29,2024-10-03,84235.29,Pledged,,,,,
COLL013517,L013517,Vehicle,683414.63,2024-10-04,683414.63,Pledged,,,,,
COLL013524,L013524,Vehicle,315432.1,2024-10-04,315432.1,Pledged,,,,,
COLL013589,L013589,Business Asset / Property,94588.24,2024-10-09,94588.24,Released,,,,,
COLL013610,L013610,Business Asset / Property,163888.89,2024-10-11,163888.89,Pledged,,,,,
COLL013650,L013650,Vehicle,441000,2024-10-15,441000,Pledged,,,,,
COLL013651,L013651,Vehicle,246707.32,2024-10-15,246707.32,Pledged,,,,,
COLL013699,L013699,Vehicle,482531.65,2024-10-18,410151.9,Liquidated,2025-10-25,2025-11-09,313433.73,18264.17,295169.56
COLL013717,L013717,Vehicle,255813.95,2024-10-20,255813.95,Pledged,,,,,
COLL013722,L013722,Business Asset / Property,189859.15,2024-10-21,189859.15,Pledged,,,,,
COLL013736,L013736,Business Asset / Property,546436.78,2024-10-22,546436.78,Pledged,,,,,
COLL013746,L013746,Business Asset / Property,102962.96,2025-07-23,102962.96,Pledged,,,,,
COLL013760,L013760,Vehicle,563636.36,2024-10-25,563636.36,Pledged,,,,,
COLL013767,L013767,Vehicle,358522.73,2024-10-25,358522.73,Pledged,,,,,
COLL013800,L013800,Vehicle,472098.77,2024-10-29,472098.77,Pledged,,,,,
COLL013802,L013802,Vehicle,218101.27,2024-10-29,218101.27,Pledged,,,,,
COLL013806,L013806,Vehicle,468636.36,2024-10-29,468636.36,Pledged,,,,,
COLL013813,L013813,Vehicle,206794.87,2024-10-30,206794.87,Pledged,,,,,
COLL013815,L013815,Vehicle,797000,2024-10-31,797000,Pledged,,,,,
COLL013818,L013818,Vehicle,220500,2024-10-31,220500,Pledged,,,,,
COLL013822,L013822,Vehicle,332535.21,2024-10-31,332535.21,Pledged,,,,,
COLL013841,L013841,Business Asset / Property,119875,2024-11-01,119875,Pledged,,,,,
COLL013845,L013845,Vehicle,314657.53,2024-11-02,314657.53,Pledged,,,,,
COLL013863,L013863,Business Asset / Property,235113.64,2024-11-03,235113.64,Pledged,,,,,
COLL013910,L013910,Business Asset / Property,59659.09,2024-11-06,50710.23,Liquidated,2026-02-12,2026-03-07,40604.12,1621.96,38982.16
COLL013917,L013917,Vehicle,424318.18,2024-11-07,424318.18,Pledged,,,,,
COLL013939,L013939,Business Asset / Property,120704.23,2024-11-09,120704.23,Pledged,,,,,
COLL013950,L013950,Business Asset / Property,141388.89,2024-11-10,141388.89,Pledged,,,,,
COLL013956,L013956,Business Asset / Property,189230.77,2024-11-10,189230.77,Pledged,,,,,
COLL013961,L013961,Vehicle,252911.39,2024-11-10,252911.39,Pledged,,,,,
COLL013966,L013966,Vehicle,206400,2024-11-11,206400,Pledged,,,,,
COLL013997,L013997,Business Asset / Property,87297.3,2024-11-13,87297.3,Pledged,,,,,
COLL014001,L014001,Business Asset / Property,82142.86,2024-11-14,82142.86,Pledged,,,,,
COLL014022,L014022,Business Asset / Property,188356.16,2024-11-15,160102.74,Liquidated,2026-01-26,2026-02-27,127885.08,9950.8,117934.28
COLL014023,L014023,Business Asset / Property,111363.64,2024-11-15,111363.64,Pledged,,,,,
COLL014030,L014030,Business Asset / Property,120632.91,2024-11-16,120632.91,Pledged,,,,,
COLL014033,L014033,Business Asset / Property,488552.63,2024-11-16,488552.63,Pledged,,,,,
COLL014047,L014047,Vehicle,236265.06,2024-11-18,200825.3,Liquidated,2025-05-06,2025-05-31,189760.24,11912.13,177848.11
COLL014052,L014052,Vehicle,567564.1,2024-11-18,567564.1,Pledged,,,,,
COLL014087,L014087,Vehicle,373855.42,2024-11-21,373855.42,Pledged,,,,,
COLL014095,L014095,Vehicle,1164333.33,2024-11-22,1164333.33,Pledged,,,,,
COLL014107,L014107,Business Asset / Property,90000,2024-11-22,90000,Pledged,,,,,
COLL014108,L014108,Vehicle,367078.65,2024-11-23,367078.65,Pledged,,,,,
COLL014116,L014116,Business Asset / Property,87594.94,2024-11-24,87594.94,Pledged,,,,,
COLL014121,L014121,Vehicle,376385.54,2024-11-24,376385.54,Pledged,,,,,
COLL014147,L014147,Business Asset / Property,265287.36,2024-11-26,265287.36,Pledged,,,,,
COLL014153,L014153,Business Asset / Property,315694.44,2024-11-27,315694.44,Pledged,,,,,
COLL014159,L014159,Vehicle,535641.03,2024-11-28,535641.03,Pledged,,,,,
COLL014171,L014171,Business Asset / Property,380705.88,2024-11-28,380705.88,Pledged,,,,,
COLL014176,L014176,Vehicle,323855.42,2024-11-29,323855.42,Pledged,,,,,
COLL014181,L014181,Vehicle,843218.39,2024-11-29,843218.39,Released,,,,,
COLL014211,L014211,Vehicle,198409.09,2024-12-02,168647.73,Liquidated,2026-01-16,2026-02-18,131201.4,7201.36,124000.04
COLL014227,L014227,Business Asset / Property,450581.4,2024-12-04,382994.19,Liquidated,2025-02-16,2025-03-19,361590.54,13491.26,348099.28
COLL014228,L014228,Business Asset / Property,59318.18,2024-12-04,59318.18,Pledged,,,,,
COLL014244,L014244,Vehicle,442567.57,2024-12-06,442567.57,Pledged,,,,,
COLL014247,L014247,Business Asset / Property,439166.67,2024-12-06,439166.67,Pledged,,,,,
COLL014264,L014264,Vehicle,506081.08,2024-12-07,430168.92,Liquidated,2025-09-21,2025-11-02,346007.99,18674.54,327333.45
COLL014266,L014266,Vehicle,215135.14,2025-11-07,215135.14,Pledged,,,,,
COLL014305,L014305,Vehicle,280476.19,2024-12-10,280476.19,Pledged,,,,,
COLL014312,L014312,Vehicle,185185.19,2024-12-11,185185.19,Pledged,,,,,
COLL014332,L014332,Business Asset / Property,293522.73,2024-12-13,293522.73,Pledged,,,,,
COLL014354,L014354,Business Asset / Property,154597.7,2024-12-15,154597.7,Released,,,,,
COLL014359,L014359,Business Asset / Property,184470.59,2024-12-16,184470.59,Pledged,,,,,
COLL014369,L014369,Business Asset / Property,292816.9,2025-03-17,248894.37,Liquidated,2025-12-22,2026-02-05,216263.01,7489.56,208773.45
COLL014400,L014400,Vehicle,185595.24,2024-12-20,185595.24,Pledged,,,,,
COLL014426,L014426,Business Asset / Property,203417.72,2024-12-22,203417.72,Pledged,,,,,
COLL014427,L014427,Business Asset / Property,182317.07,2024-12-22,182317.07,Pledged,,,,,
COLL014434,L014434,Business Asset / Property,126666.67,2024-12-23,126666.67,Pledged,,,,,
COLL014437,L014437,Vehicle,734571.43,2024-12-23,734571.43,Pledged,,,,,
COLL014473,L014473,Business Asset / Property,70136.99,2024-12-25,70136.99,Pledged,,,,,
COLL014482,L014482,Vehicle,334533.33,2024-12-26,284353.33,Liquidated,2025-07-31,2025-09-13,279482.59,10145.22,269337.37
COLL014487,L014487,Vehicle,399166.67,2024-12-27,399166.67,Pledged,,,,,
COLL014498,L014498,Vehicle,253125,2024-12-28,253125,Pledged,,,,,
COLL014504,L014504,Vehicle,515428.57,2024-12-28,515428.57,Pledged,,,,,
COLL014508,L014508,Vehicle,314861.11,2024-12-29,314861.11,Released,,,,,
COLL014521,L014521,Business Asset / Property,135285.71,2024-12-30,114992.85,Liquidated,2025-11-19,2025-12-12,83424.08,6387.99,77036.09
COLL014553,L014553,Vehicle,386410.26,2025-01-02,328448.72,Liquidated,2025-10-12,2025-11-17,296432.06,9948.93,286483.13
COLL014576,L014576,Business Asset / Property,158414.63,2025-01-03,158414.63,Released,,,,,
COLL014583,L014583,Vehicle,535866.67,2025-01-04,535866.67,Pledged,,,,,
COLL014610,L014610,Vehicle,593055.56,2025-01-05,593055.56,Pledged,,,,,
COLL014612,L014612,Vehicle,246627.91,2025-01-06,246627.91,Pledged,,,,,
COLL014628,L014628,Business Asset / Property,224305.56,2025-01-07,224305.56,Pledged,,,,,
COLL014652,L014652,Business Asset / Property,152222.22,2025-01-09,152222.22,Pledged,,,,,
COLL014665,L014665,Vehicle,448157.89,2025-01-10,448157.89,Pledged,,,,,
COLL014670,L014670,Business Asset / Property,678089.89,2025-08-11,678089.89,Pledged,,,,,
COLL014697,L014697,Vehicle,336395.35,2025-11-13,336395.35,Pledged,,,,,
COLL014717,L014717,Vehicle,325411.76,2025-01-15,325411.76,Pledged,,,,,
COLL014721,L014721,Vehicle,210500,2025-05-16,210500,Pledged,,,,,
COLL014744,L014744,Business Asset / Property,106941.18,2025-01-18,106941.18,Pledged,,,,,
COLL014749,L014749,Business Asset / Property,453194.44,2025-01-18,453194.44,Pledged,,,,,
COLL014756,L014756,Vehicle,650340.91,2025-04-18,650340.91,Pledged,,,,,
COLL014759,L014759,Business Asset / Property,240116.28,2025-01-18,240116.28,Pledged,,,,,
COLL014760,L014760,Vehicle,340588.24,2025-01-18,340588.24,Pledged,,,,,
COLL014778,L014778,Vehicle,209642.86,2025-01-20,209642.86,Pledged,,,,,
COLL014787,L014787,Business Asset / Property,88750,2026-01-21,88750,Pledged,,,,,
COLL014822,L014822,Vehicle,570675.68,2025-01-24,570675.68,Pledged,,,,,
COLL014826,L014826,Vehicle,380133.33,2025-01-24,380133.33,Pledged,,,,,
COLL014835,L014835,Business Asset / Property,586265.06,2025-01-24,586265.06,Pledged,,,,,
COLL014840,L014840,Vehicle,217857.14,2025-01-24,217857.14,Pledged,,,,,
COLL014841,L014841,Vehicle,394482.76,2025-01-25,394482.76,Pledged,,,,,
COLL014842,L014842,Vehicle,574533.33,2025-01-25,574533.33,Pledged,,,,,
COLL014881,L014881,Vehicle,243750,2025-01-29,243750,Pledged,,,,,
COLL014889,L014889,Business Asset / Property,125789.47,2025-01-29,125789.47,Pledged,,,,,
COLL014890,L014890,Business Asset / Property,236315.79,2025-01-29,236315.79,Pledged,,,,,
COLL014893,L014893,Business Asset / Property,437500,2025-01-30,437500,Released,,,,,
COLL014894,L014894,Vehicle,832428.57,2025-01-30,832428.57,Pledged,,,,,
COLL014922,L014922,Vehicle,329189.19,2025-02-01,329189.19,Released,,,,,
COLL014937,L014937,Business Asset / Property,100232.56,2025-02-02,100232.56,Pledged,,,,,
COLL014947,L014947,Vehicle,1181466.67,2025-02-03,1181466.67,Pledged,,,,,
COLL014949,L014949,Business Asset / Property,101764.71,2025-02-03,101764.71,Released,,,,,
COLL014960,L014960,Business Asset / Property,397078.65,2025-02-04,397078.65,Released,,,,,
COLL014969,L014969,Vehicle,203932.58,2025-02-05,203932.58,Pledged,,,,,
COLL014978,L014978,Business Asset / Property,582112.68,2025-02-06,582112.68,Pledged,,,,,
COLL015048,L015048,Business Asset / Property,876419.75,2025-02-12,876419.75,Pledged,,,,,
COLL015054,L015054,Vehicle,885915.49,2025-02-13,885915.49,Pledged,,,,,
COLL015074,L015074,Business Asset / Property,105810.81,2025-02-15,105810.81,Pledged,,,,,
COLL015088,L015088,Business Asset / Property,93026.32,2025-11-16,93026.32,Pledged,,,,,
COLL015091,L015091,Business Asset / Property,263734.94,2025-02-16,263734.94,Pledged,,,,,
COLL015114,L015114,Vehicle,887303.37,2025-02-19,887303.37,Pledged,,,,,
COLL015124,L015124,Vehicle,675795.45,2025-02-20,675795.45,Pledged,,,,,
COLL015125,L015125,Business Asset / Property,222207.79,2025-02-20,222207.79,Pledged,,,,,
COLL015142,L015142,Vehicle,982584.27,2026-03-22,982584.27,Pledged,,,,,
COLL015145,L015145,Vehicle,422444.44,2025-02-22,422444.44,Pledged,,,,,
COLL015157,L015157,Business Asset / Property,147441.86,2025-02-23,147441.86,Pledged,,,,,
COLL015159,L015159,Vehicle,290823.53,2025-02-24,290823.53,Pledged,,,,,
COLL015168,L015168,Business Asset / Property,871794.87,2025-02-25,741025.64,Liquidated,2025-07-04,2025-07-31,507587.84,37051.38,470536.46
COLL015181,L015181,Business Asset / Property,67613.64,2025-02-26,67613.64,Pledged,,,,,
COLL015217,L015217,Vehicle,204189.19,2025-03-01,204189.19,Pledged,,,,,
COLL015237,L015237,Vehicle,187108.43,2025-03-03,187108.43,Pledged,,,,,
COLL015244,L015244,Business Asset / Property,308800,2025-03-04,308800,Pledged,,,,,
COLL015284,L015284,Vehicle,199620.25,2025-03-07,199620.25,Pledged,,,,,
COLL015298,L015298,Vehicle,273000,2025-03-08,273000,Pledged,,,,,
COLL015302,L015302,Business Asset / Property,87083.33,2025-03-08,87083.33,Pledged,,,,,
COLL015340,L015340,Business Asset / Property,146067.42,2025-03-11,146067.42,Pledged,,,,,
COLL015356,L015356,Business Asset / Property,66025.64,2025-03-12,66025.64,Pledged,,,,,
COLL015381,L015381,Business Asset / Property,311265.82,2025-03-15,311265.82,Released,,,,,
COLL015394,L015394,Business Asset / Property,295609.76,2025-03-16,295609.76,Pledged,,,,,
COLL015396,L015396,Vehicle,374090.91,2026-03-16,374090.91,Pledged,,,,,
COLL015424,L015424,Vehicle,388571.43,2025-03-19,388571.43,Pledged,,,,,
COLL015429,L015429,Vehicle,1036197.18,2025-03-20,1036197.18,Pledged,,,,,
COLL015432,L015432,Vehicle,229058.82,2025-03-20,229058.82,Released,,,,,
COLL015447,L015447,Business Asset / Property,114800,2025-03-21,114800,Pledged,,,,,
COLL015449,L015449,Vehicle,539870.13,2025-03-21,539870.13,Pledged,,,,,
COLL015465,L015465,Vehicle,300689.66,2025-03-24,300689.66,Pledged,,,,,
COLL015485,L015485,Vehicle,1167349.4,2025-03-26,1167349.4,Released,,,,,
COLL015490,L015490,Vehicle,687640.45,2025-09-26,687640.45,Released,,,,,
COLL015520,L015520,Vehicle,335625,2025-03-29,335625,Pledged,,,,,
COLL015527,L015527,Business Asset / Property,68311.69,2025-03-30,68311.69,Pledged,,,,,
COLL015558,L015558,Business Asset / Property,113239.44,2025-04-02,113239.44,Released,,,,,
COLL015559,L015559,Vehicle,544861.11,2025-04-02,544861.11,Pledged,,,,,
COLL015573,L015573,Business Asset / Property,78800,2025-04-03,78800,Pledged,,,,,
COLL015598,L015598,Business Asset / Property,1285119.05,2025-04-06,1285119.05,Pledged,,,,,
COLL015611,L015611,Business Asset / Property,158571.43,2025-04-07,158571.43,Pledged,,,,,
COLL015623,L015623,Vehicle,178000,2025-04-09,151300,Liquidated,2025-08-24,2025-09-23,130979.79,8282.91,122696.88
COLL015625,L015625,Business Asset / Property,137857.14,2025-04-09,137857.14,Pledged,,,,,
COLL015647,L015647,Business Asset / Property,307916.67,2025-07-12,307916.67,Pledged,,,,,
COLL015659,L015659,Vehicle,653013.7,2025-04-13,653013.7,Pledged,,,,,
COLL015661,L015661,Business Asset / Property,91445.78,2025-04-13,91445.78,Pledged,,,,,
COLL015670,L015670,Business Asset / Property,217361.11,2025-04-14,217361.11,Pledged,,,,,
COLL015671,L015671,Vehicle,717142.86,2025-04-14,717142.86,Pledged,,,,,
COLL015716,L015716,Business Asset / Property,444886.36,2025-04-21,444886.36,Pledged,,,,,
COLL015740,L015740,Business Asset / Property,96081.08,2025-04-22,81668.92,Liquidated,2026-01-03,2026-02-03,53549.78,4281.7,49268.08
COLL015741,L015741,Vehicle,530769.23,2025-04-23,530769.23,Pledged,,,,,
COLL015760,L015760,Vehicle,219444.44,2025-04-24,219444.44,Pledged,,,,,
COLL015763,L015763,Vehicle,482816.9,2025-08-24,482816.9,Pledged,,,,,
COLL015786,L015786,Business Asset / Property,237142.86,2025-04-27,237142.86,Pledged,,,,,
COLL015791,L015791,Business Asset / Property,1140000,2025-04-27,1140000,Pledged,,,,,
COLL015797,L015797,Vehicle,321590.91,2025-04-28,321590.91,Pledged,,,,,
COLL015808,L015808,Vehicle,360114.94,2025-04-29,360114.94,Pledged,,,,,
COLL015839,L015839,Vehicle,655340.91,2025-05-02,655340.91,Pledged,,,,,
COLL015851,L015851,Vehicle,386410.26,2025-05-04,386410.26,Pledged,,,,,
COLL015856,L015856,Vehicle,247105.26,2025-05-04,247105.26,Pledged,,,,,
COLL015866,L015866,Business Asset / Property,280886.08,2025-05-05,280886.08,Pledged,,,,,
COLL015870,L015870,Vehicle,368428.57,2025-05-05,368428.57,Pledged,,,,,
COLL015880,L015880,Business Asset / Property,77045.45,2025-05-07,77045.45,Released,,,,,
COLL015887,L015887,Vehicle,245444.44,2025-05-07,245444.44,Pledged,,,,,
COLL015905,L015905,Business Asset / Property,217500,2025-05-09,217500,Pledged,,,,,
COLL015917,L015917,Business Asset / Property,87714.29,2025-05-09,87714.29,Pledged,,,,,
COLL015923,L015923,Vehicle,245421.69,2025-12-10,245421.69,Pledged,,,,,
COLL015934,L015934,Vehicle,454459.46,2025-05-11,454459.46,Pledged,,,,,
COLL015936,L015936,Business Asset / Property,678690.48,2025-05-11,678690.48,Released,,,,,
COLL015944,L015944,Business Asset / Property,234712.64,2025-05-12,234712.64,Released,,,,,
COLL015946,L015946,Vehicle,278395.06,2025-05-12,278395.06,Pledged,,,,,
COLL015953,L015953,Business Asset / Property,318390.8,2026-01-13,318390.8,Pledged,,,,,
COLL015955,L015955,Vehicle,584084.51,2025-05-13,584084.51,Pledged,,,,,
COLL016026,L016026,Business Asset / Property,217763.16,2025-05-21,217763.16,Pledged,,,,,
COLL016039,L016039,Vehicle,836785.71,2025-05-22,836785.71,Pledged,,,,,
COLL016086,L016086,Vehicle,276962.03,2025-05-27,276962.03,Pledged,,,,,
COLL016089,L016089,Vehicle,241071.43,2025-05-27,241071.43,Pledged,,,,,
COLL016108,L016108,Vehicle,406875,2025-05-30,406875,Pledged,,,,,
COLL016116,L016116,Business Asset / Property,283000,2025-05-31,240550,Liquidated,2026-03-12,2026-04-01,213499.08,7957.97,205541.11
COLL016136,L016136,Business Asset / Property,91558.44,2025-06-01,91558.44,Pledged,,,,,
COLL016144,L016144,Vehicle,852068.97,2025-06-02,852068.97,Released,,,,,
COLL016165,L016165,Vehicle,282619.05,2025-06-04,282619.05,Pledged,,,,,
COLL016166,L016166,Vehicle,253766.23,2025-06-04,253766.23,Pledged,,,,,
COLL016177,L016177,Business Asset / Property,278194.44,2025-06-06,278194.44,Pledged,,,,,
COLL016179,L016179,Business Asset / Property,657108.43,2025-06-06,657108.43,Released,,,,,
COLL016197,L016197,Vehicle,247466.67,2025-06-08,247466.67,Pledged,,,,,
COLL016209,L016209,Vehicle,390481.93,2025-06-10,390481.93,Pledged,,,,,
COLL016215,L016215,Business Asset / Property,280789.47,2025-06-11,280789.47,Pledged,,,,,
