application_id,customer_id,application_date,assessment_date,approval_date,issue_date,product_type,requested_amount,requested_term_months,application_channel,status,rejection_reason
APP0077328,C000696,2025-09-28,2025-10-01,,,Personal Loan,132400,16,Call Center,Rejected,High DTI
APP0079085,C004854,2025-09-28,2025-09-29,,,Auto Loan,640500,19,Branch,Rejected,High DTI
APP0080164,C003178,2025-09-28,2025-09-30,,,Consumer Loan,147400,9,Online,Rejected,High DTI
APP0005742,C006324,2025-09-29,2025-09-30,,,Small Business Loan,1633000,51,Agent,Rejected,Short Employment History
APP0006375,C005234,2025-09-29,2025-10-01,,,Personal Loan,54800,48,Branch,Cancelled,
APP0007542,C010353,2025-09-29,2025-10-02,2025-10-05,2025-10-07,Auto Loan,447900,52,Branch,Approved,
APP0009433,C005261,2025-09-29,2025-10-02,2025-10-04,2025-10-04,Personal Loan,41800,24,Agent,Approved,
APP0012042,C008353,2025-09-29,2025-10-02,2025-10-06,2025-10-07,Personal Loan,183200,23,Online,Approved,
APP0018190,C010243,2025-09-29,2025-10-02,,,Auto Loan,938800,36,Mobile App,Rejected,High DTI
APP0020326,C007482,2025-09-29,2025-10-01,,,Small Business Loan,1268000,17,Agent,Rejected,High DTI
APP0021038,C004496,2025-09-29,2025-09-30,,,Auto Loan,901200,24,Branch,Rejected,High DTI
APP0021145,C005242,2025-09-29,2025-10-01,2025-10-04,2025-10-04,Consumer Loan,105800,25,Branch,Approved,
APP0021328,C010645,2025-09-29,2025-10-01,,,Small Business Loan,384300,19,Online,Rejected,High DTI
APP0023391,C004425,2025-09-29,2025-10-02,,,Personal Loan,129400,48,Branch,Rejected,Short Employment History
APP0024313,C000964,2025-09-29,2025-09-30,,,Auto Loan,1352700,50,Mobile App,Rejected,High DTI
APP0025486,C005584,2025-09-29,2025-09-30,2025-10-03,2025-10-04,Consumer Loan,45300,36,Branch,Approved,
APP0026868,C005244,2025-09-29,2025-10-01,,,Auto Loan,1306400,12,Mobile App,Rejected,High DTI
APP0027026,C004912,2025-09-29,2025-10-01,,,Consumer Loan,14700,8,Branch,Rejected,High DTI
APP0027590,C009641,2025-09-29,2025-10-02,,,Consumer Loan,143200,22,Mobile App,Rejected,High DTI
APP0028427,C002250,2025-09-29,2025-09-30,,,Personal Loan,38600,20,Agent,Rejected,High DTI
APP0029068,C008118,2025-09-29,2025-10-02,,,Small Business Loan,1354200,50,Online,Rejected,High DTI
APP0029203,C006417,2025-09-29,2025-10-02,,,Personal Loan,252700,27,Mobile App,Rejected,Low Credit Score
APP0029338,C006302,2025-09-29,2025-10-01,2025-10-03,2025-10-04,Personal Loan,269000,46,Agent,Approved,
APP0040700,C003238,2025-09-29,2025-10-02,,,Personal Loan,247400,17,Mobile App,Rejected,High DTI
APP0043182,C004314,2025-09-29,2025-10-02,,,Auto Loan,391900,13,Online,Rejected,High DTI
APP0047420,C006404,2025-09-29,2025-09-30,,,Consumer Loan,148400,28,Agent,Rejected,Short Employment History
APP0047946,C002869,2025-09-29,2025-10-01,,,Personal Loan,22700,39,Branch,Withdrawn,
APP0048680,C007371,2025-09-29,2025-09-30,,,Auto Loan,321900,60,Agent,Rejected,High DTI
APP0049363,C009774,2025-09-29,2025-10-01,2025-10-02,2025-10-05,Personal Loan,34500,35,Branch,Approved,
APP0051546,C001691,2025-09-29,2025-09-30,,,Small Business Loan,1209100,47,Mobile App,Rejected,High DTI
APP0051759,C000403,2025-09-29,2025-09-30,,,Auto Loan,1367600,36,Call Center,Rejected,High DTI
APP0054922,C005172,2025-09-29,2025-10-01,,,Personal Loan,123200,28,Branch,Rejected,Low Credit Score
APP0055054,C008302,2025-09-29,2025-10-02,,,Personal Loan,299500,10,Branch,Rejected,High DTI
APP0056080,C010917,2025-09-29,2025-10-01,,,Consumer Loan,115900,29,Branch,Rejected,High DTI
APP0056572,C008866,2025-09-29,2025-09-30,,,Personal Loan,130400,25,Branch,Rejected,Low Credit Score
APP0061058,C008757,2025-09-29,2025-10-01,,,Personal Loan,42300,6,Mobile App,Rejected,Low Credit Score
APP0061796,C007568,2025-09-29,2025-10-02,,,Consumer Loan,46200,24,Mobile App,Rejected,Low Credit Score
APP0063104,C009335,2025-09-29,2025-09-30,,,Consumer Loan,88000,13,Online,Rejected,Low Credit Score
APP0065746,C003161,2025-09-29,2025-10-02,2025-10-03,2025-10-03,Personal Loan,156100,28,Branch,Approved,
APP0066398,C006015,2025-09-29,2025-10-01,2025-10-03,2025-10-06,Consumer Loan,17400,15,Call Center,Approved,
APP0066880,C006464,2025-09-29,2025-10-02,,,Small Business Loan,1343600,59,Branch,Rejected,High DTI
APP0069826,C010199,2025-09-29,2025-10-02,,,Auto Loan,1050500,56,Online,Rejected,Short Employment History
APP0076484,C010131,2025-09-29,2025-09-30,,,Personal Loan,55400,6,Branch,Rejected,High DTI
APP0077730,C004684,2025-09-29,2025-10-02,,,Personal Loan,237100,19,Branch,Rejected,High DTI
APP0000565,C003245,2025-09-30,2025-10-01,,,Small Business Loan,1143000,36,Online,Rejected,Low Credit Score
APP0006160,C002778,2025-09-30,2025-10-03,2025-10-05,2025-10-08,Consumer Loan,140800,32,Branch,Approved,
APP0008810,C001516,2025-09-30,2025-10-02,2025-10-05,2025-10-08,Personal Loan,157600,44,Branch,Approved,
APP0009586,C005404,2025-09-30,2025-10-02,2025-10-04,2025-10-04,Consumer Loan,29200,6,Call Center,Approved,
APP0009686,C010401,2025-09-30,2025-10-02,2025-10-05,2025-10-05,Personal Loan,243800,46,Mobile App,Approved,
APP0009722,C003853,2025-09-30,2025-10-02,2025-10-03,2025-10-05,Personal Loan,91300,48,Mobile App,Approved,
APP0014639,C009876,2025-09-30,2025-10-01,,,Consumer Loan,103700,14,Agent,Rejected,High DTI
APP0015083,C007525,2025-09-30,2025-10-02,,,Personal Loan,38400,34,Mobile App,Rejected,High DTI
APP0018325,C002238,2025-09-30,2025-10-01,,,Personal Loan,119700,36,Call Center,Rejected,Incomplete Documentation
APP0018986,C003491,2025-09-30,2025-10-02,,,Consumer Loan,118700,8,Branch,Rejected,High DTI
APP0019383,C000882,2025-09-30,2025-10-01,,,Auto Loan,962500,57,Online,Rejected,High DTI
APP0022562,C008458,2025-09-30,2025-10-02,,,Auto Loan,794700,23,Mobile App,Rejected,High DTI
APP0023034,C000720,2025-09-30,2025-10-03,2025-10-05,2025-10-07,Personal Loan,291900,12,Call Center,Approved,
APP0023268,C001721,2025-09-30,2025-10-03,2025-10-07,2025-10-07,Consumer Loan,20100,25,Mobile App,Approved,
APP0024754,C004896,2025-09-30,2025-10-02,,,Auto Loan,221600,57,Call Center,Rejected,High DTI
APP0027801,C009180,2025-09-30,2025-10-03,,,Personal Loan,97100,13,Online,Rejected,High DTI
APP0030615,C008927,2025-09-30,2025-10-02,,,Consumer Loan,39900,6,Branch,Rejected,Low Credit Score
APP0031445,C006406,2025-09-30,2025-10-03,,,Personal Loan,41100,16,Online,Rejected,High DTI
APP0038741,C006446,2025-09-30,2025-10-02,,,Small Business Loan,978600,40,Online,Rejected,Short Employment History
APP0039488,C002232,2025-09-30,2025-10-02,,,Auto Loan,1257600,13,Call Center,Rejected,High DTI
APP0047688,C005347,2025-09-30,2025-10-02,,,Personal Loan,191800,8,Call Center,Rejected,High DTI
APP0052099,C002152,2025-09-30,2025-10-02,,,Small Business Loan,322900,51,Call Center,Rejected,High DTI
APP0057373,C002293,2025-09-30,2025-10-02,,,Auto Loan,962700,21,Online,Rejected,High DTI
APP0057946,C002752,2025-09-30,2025-10-02,,,Personal Loan,298800,44,Mobile App,Rejected,High DTI
APP0058612,C005456,2025-09-30,2025-10-02,2025-10-04,2025-10-06,Consumer Loan,41500,23,Online,Approved,
APP0059313,C008332,2025-09-30,2025-10-03,,,Consumer Loan,28100,7,Call Center,Rejected,Incomplete Documentation
APP0059942,C006128,2025-09-30,2025-10-02,2025-10-04,2025-10-04,Consumer Loan,15000,6,Mobile App,Approved,
APP0063059,C007859,2025-09-30,2025-10-02,,,Consumer Loan,44700,9,Mobile App,Rejected,High DTI
APP0063744,C009542,2025-09-30,2025-10-02,,,Small Business Loan,1470600,15,Online,Rejected,High DTI
APP0064510,C001541,2025-09-30,2025-10-03,,,Personal Loan,224900,44,Online,Cancelled,
APP0065582,C005680,2025-09-30,2025-10-01,,,Small Business Loan,1611600,20,Branch,Rejected,High DTI
APP0067719,C003328,2025-09-30,2025-10-03,2025-10-07,2025-10-10,Personal Loan,105500,44,Mobile App,Approved,
APP0070109,C008151,2025-09-30,2025-10-02,,,Personal Loan,33200,15,Mobile App,Rejected,High DTI
APP0070897,C002689,2025-09-30,2025-10-02,2025-10-04,2025-10-06,Personal Loan,29700,16,Online,Approved,
APP0075122,C002750,2025-09-30,2025-10-01,,,Consumer Loan,66200,20,Agent,Rejected,High DTI
APP0078744,C006068,2025-09-30,2025-10-03,2025-10-07,2025-10-09,Personal Loan,166000,27,Branch,Approved,
APP0000682,C009298,2025-10-01,2025-10-04,,,Personal Loan,189800,12,Online,Rejected,High DTI
APP0002135,C009025,2025-10-01,2025-10-04,2025-10-08,2025-10-11,Auto Loan,570400,26,Branch,Approved,
APP0003792,C010158,2025-10-01,2025-10-03,,,Auto Loan,738200,27,Call Center,Rejected,High DTI
APP0006686,C004749,2025-10-01,2025-10-03,2025-10-05,2025-10-08,Personal Loan,198500,42,Online,Approved,
APP0010165,C009538,2025-10-01,2025-10-03,,,Personal Loan,297500,23,Mobile App,Rejected,High DTI
APP0011949,C000857,2025-10-01,2025-10-03,,,Personal Loan,27100,13,Online,Rejected,High DTI
APP0019070,C003661,2025-10-01,2025-10-02,,,Personal Loan,241800,14,Branch,Rejected,High DTI
APP0021972,C000854,2025-10-01,2025-10-04,,,Auto Loan,505500,36,Mobile App,Rejected,High DTI
APP0022570,C003117,2025-10-01,2025-10-03,,,Personal Loan,199400,12,Branch,Rejected,High DTI
APP0023602,C005876,2025-10-01,2025-10-02,2025-10-05,2025-10-05,Personal Loan,43700,14,Branch,Approved,
APP0025280,C008633,2025-10-01,2025-10-02,,,Small Business Loan,743700,38,Branch,Rejected,High DTI
APP0026482,C010741,2025-10-01,2025-10-03,,,Consumer Loan,45200,15,Call Center,Rejected,Incomplete Documentation
APP0027562,C009777,2025-10-01,2025-10-03,,,Personal Loan,200700,7,Online,Rejected,High DTI
APP0028144,C001392,2025-10-01,2025-10-02,,,Small Business Loan,1676500,54,Online,Rejected,High DTI
APP0028589,C001825,2025-10-01,2025-10-03,,,Auto Loan,501800,22,Online,Rejected,High DTI
APP0032084,C001018,2025-10-01,2025-10-02,2025-10-03,2025-10-05,Personal Loan,45200,43,Online,Approved,
APP0037420,C010087,2025-10-01,2025-10-02,,,Small Business Loan,1730100,41,Agent,Rejected,High DTI
APP0038023,C008121,2025-10-01,2025-10-04,,,Auto Loan,474100,23,Branch,Rejected,High DTI
APP0038108,C010870,2025-10-01,2025-10-02,2025-10-03,2025-10-03,Personal Loan,149700,21,Agent,Approved,
APP0039186,C000216,2025-10-01,2025-10-02,,,Auto Loan,215800,39,Online,Rejected,High DTI
APP0040241,C007214,2025-10-01,2025-10-02,,,Small Business Loan,1303000,37,Online,Rejected,Low Credit Score
APP0040959,C010965,2025-10-01,2025-10-04,,,Small Business Loan,650400,12,Mobile App,Rejected,High DTI
APP0045088,C002506,2025-10-01,2025-10-04,,,Personal Loan,147700,30,Online,Rejected,High DTI
APP0046128,C003763,2025-10-01,2025-10-04,,,Personal Loan,67200,12,Mobile App,Rejected,Low Credit Score
APP0047499,C007669,2025-10-01,2025-10-04,,,Personal Loan,107700,19,Branch,Rejected,High DTI
APP0048696,C003065,2025-10-01,2025-10-02,2025-10-04,2025-10-05,Consumer Loan,76800,34,Branch,Approved,
APP0049261,C005837,2025-10-01,2025-10-04,,,Auto Loan,958000,21,Online,Rejected,High DTI
APP0052594,C008261,2025-10-01,2025-10-02,,,Personal Loan,186900,6,Mobile App,Rejected,High DTI
APP0056069,C007796,2025-10-01,2025-10-03,,,Personal Loan,160400,43,Call Center,Rejected,High DTI
APP0057904,C009915,2025-10-01,2025-10-04,,,Consumer Loan,149600,30,Mobile App,Rejected,High DTI
APP0060047,C009197,2025-10-01,2025-10-03,,,Personal Loan,270500,23,Branch,Rejected,High DTI
APP0060324,C002696,2025-10-01,2025-10-03,,,Small Business Loan,1005000,52,Agent,Rejected,High DTI
APP0062652,C004228,2025-10-01,2025-10-02,,,Auto Loan,368800,60,Agent,Rejected,Low Credit Score
APP0063214,C008259,2025-10-01,2025-10-04,,,Consumer Loan,114400,13,Mobile App,Rejected,High DTI
APP0064134,C008795,2025-10-01,2025-10-04,2025-10-08,2025-10-08,Consumer Loan,39800,29,Agent,Approved,
APP0064152,C005838,2025-10-01,2025-10-02,,,Small Business Loan,164700,19,Branch,Rejected,Low Credit Score
APP0065237,C006429,2025-10-01,2025-10-04,,,Personal Loan,105100,7,Branch,Rejected,High DTI
APP0065969,C000958,2025-10-01,2025-10-02,2025-10-03,2025-10-05,Consumer Loan,16400,12,Online,Approved,
APP0067660,C004499,2025-10-01,2025-10-04,,,Personal Loan,245900,38,Mobile App,Rejected,High DTI
APP0069915,C008130,2025-10-01,2025-10-03,,,Personal Loan,115400,12,Mobile App,Rejected,High DTI
APP0070120,C001022,2025-10-01,2025-10-03,,,Personal Loan,214500,27,Mobile App,Rejected,High DTI
APP0070621,C000620,2025-10-01,2025-10-02,,,Personal Loan,217500,44,Branch,Rejected,High DTI
APP0071351,C005268,2025-10-01,2025-10-03,,,Personal Loan,89600,37,Agent,Rejected,Low Credit Score
APP0072494,C003089,2025-10-01,2025-10-03,,,Personal Loan,234000,19,Branch,Rejected,High DTI
APP0074032,C000855,2025-10-01,2025-10-04,,,Auto Loan,1039900,40,Branch,Rejected,High DTI
APP0075003,C001690,2025-10-01,2025-10-04,,,Personal Loan,204800,32,Branch,Rejected,High DTI
APP0077006,C000421,2025-10-01,2025-10-02,,,Consumer Loan,66900,18,Agent,Rejected,High DTI
APP0077154,C005868,2025-10-01,2025-10-02,2025-10-04,2025-10-05,Consumer Loan,27900,16,Branch,Approved,
APP0077401,C006214,2025-10-01,2025-10-03,,,Small Business Loan,117800,59,Mobile App,Rejected,High DTI
APP0079820,C009754,2025-10-01,2025-10-04,2025-10-08,2025-10-10,Personal Loan,35600,43,Online,Approved,
APP0003745,C005753,2025-10-02,2025-10-04,,,Auto Loan,1098300,51,Online,Rejected,Low Credit Score
APP0008873,C008903,2025-10-02,2025-10-04,,,Small Business Loan,678700,18,Branch,Rejected,High DTI
APP0010870,C002712,2025-10-02,2025-10-04,2025-10-05,2025-10-08,Consumer Loan,40700,31,Branch,Approved,
APP0011544,C006884,2025-10-02,2025-10-03,,,Auto Loan,511100,49,Mobile App,Rejected,Incomplete Documentation
APP0012252,C009596,2025-10-02,2025-10-05,,,Small Business Loan,297800,28,Call Center,Rejected,High DTI
APP0012445,C008435,2025-10-02,2025-10-03,,,Auto Loan,929000,32,Branch,Rejected,High DTI
APP0012930,C004469,2025-10-02,2025-10-04,,,Personal Loan,244900,11,Agent,Rejected,High DTI
APP0014650,C009659,2025-10-02,2025-10-03,,,Personal Loan,188300,18,Online,Rejected,High DTI
APP0015166,C002480,2025-10-02,2025-10-04,2025-10-06,2025-10-08,Personal Loan,105300,32,Online,Approved,
APP0018563,C006259,2025-10-02,2025-10-05,2025-10-06,2025-10-09,Consumer Loan,24900,8,Branch,Approved,
APP0022743,C009166,2025-10-02,2025-10-04,2025-10-06,2025-10-08,Consumer Loan,89500,34,Mobile App,Approved,
APP0024722,C007579,2025-10-02,2025-10-03,,,Consumer Loan,105000,30,Call Center,Rejected,Low Credit Score
APP0024789,C004924,2025-10-02,2025-10-03,,,Personal Loan,273700,17,Mobile App,Rejected,High DTI
APP0027990,C010160,2025-10-02,2025-10-05,,,Small Business Loan,766900,24,Online,Rejected,High DTI
APP0028449,C010755,2025-10-02,2025-10-04,,,Personal Loan,165700,35,Mobile App,Rejected,High DTI
APP0030156,C004222,2025-10-02,2025-10-03,,,Small Business Loan,1880000,31,Call Center,Rejected,High DTI
APP0031335,C000522,2025-10-02,2025-10-05,,,Small Business Loan,590600,27,Mobile App,Rejected,High DTI
APP0038602,C000337,2025-10-02,2025-10-03,,,Auto Loan,488000,21,Mobile App,Rejected,High DTI
APP0046965,C009979,2025-10-02,2025-10-04,,,Personal Loan,239500,8,Branch,Rejected,High DTI
APP0047853,C001038,2025-10-02,2025-10-05,,,Consumer Loan,34000,25,Call Center,Rejected,High DTI
APP0051818,C007706,2025-10-02,2025-10-05,,,Auto Loan,445000,59,Online,Rejected,High DTI
APP0051961,C001338,2025-10-02,2025-10-04,,,Personal Loan,143100,7,Branch,Rejected,High DTI
APP0053315,C010807,2025-10-02,2025-10-05,,,Consumer Loan,142100,7,Branch,Rejected,High DTI
APP0053900,C005297,2025-10-02,2025-10-05,,,Consumer Loan,14700,28,Mobile App,Rejected,High DTI
APP0054027,C010392,2025-10-02,2025-10-04,2025-10-05,2025-10-05,Consumer Loan,142800,13,Branch,Approved,
APP0054829,C010839,2025-10-02,2025-10-05,,,Personal Loan,135800,23,Call Center,Rejected,High DTI
APP0054915,C003879,2025-10-02,2025-10-05,,,Small Business Loan,161500,47,Branch,Rejected,High DTI
APP0060108,C006204,2025-10-02,2025-10-05,,,Auto Loan,982700,34,Call Center,Rejected,High DTI
APP0062514,C010432,2025-10-02,2025-10-03,,,Personal Loan,20400,44,Mobile App,Rejected,Incomplete Documentation
APP0063724,C004306,2025-10-02,2025-10-04,,,Personal Loan,182500,38,Online,Rejected,Short Employment History
APP0065070,C001696,2025-10-02,2025-10-04,,,Auto Loan,1340300,43,Branch,Rejected,High DTI
APP0065451,C004576,2025-10-02,2025-10-03,,,Small Business Loan,492500,43,Branch,Rejected,Low Credit Score
APP0065482,C002025,2025-10-02,2025-10-05,,,Personal Loan,54100,46,Branch,Rejected,Short Employment History
APP0068025,C009592,2025-10-02,2025-10-03,,,Personal Loan,220200,9,Branch,Rejected,High DTI
APP0070344,C008288,2025-10-02,2025-10-05,,,Consumer Loan,146800,21,Branch,Rejected,High DTI
APP0071010,C004913,2025-10-02,2025-10-05,,,Small Business Loan,55600,53,Branch,Rejected,Low Credit Score
APP0071908,C010685,2025-10-02,2025-10-04,,,Consumer Loan,135700,20,Online,Rejected,High DTI
APP0072031,C000736,2025-10-02,2025-10-04,,,Personal Loan,218800,22,Branch,Rejected,High DTI
APP0072555,C001462,2025-10-02,2025-10-03,,,Consumer Loan,89000,19,Mobile App,Rejected,Low Credit Score
APP0072779,C009155,2025-10-02,2025-10-03,2025-10-05,2025-10-06,Consumer Loan,15700,7,Mobile App,Approved,
APP0073196,C001082,2025-10-02,2025-10-05,,,Auto Loan,1472600,38,Mobile App,Rejected,High DTI
APP0074001,C001747,2025-10-02,2025-10-04,,,Consumer Loan,31300,10,Branch,Rejected,High DTI
APP0074771,C008542,2025-10-02,2025-10-04,,,Personal Loan,161800,36,Branch,Rejected,High DTI
APP0075530,C001203,2025-10-02,2025-10-05,,,Consumer Loan,125100,18,Branch,Rejected,High DTI
APP0077551,C008250,2025-10-02,2025-10-03,,,Personal Loan,112400,17,Call Center,Rejected,High DTI
APP0000164,C000290,2025-10-03,2025-10-04,2025-10-07,2025-10-08,Small Business Loan,246200,34,Online,Approved,
APP0002482,C009271,2025-10-03,2025-10-06,2025-10-08,2025-10-09,Consumer Loan,140700,15,Call Center,Approved,
APP0008032,C000308,2025-10-03,2025-10-06,2025-10-09,2025-10-12,Consumer Loan,83400,6,Online,Approved,
APP0011223,C003055,2025-10-03,2025-10-06,,,Auto Loan,624100,50,Mobile App,Rejected,Short Employment History
APP0011339,C008232,2025-10-03,2025-10-05,2025-10-08,2025-10-11,Consumer Loan,14600,28,Branch,Approved,
APP0011520,C010350,2025-10-03,2025-10-05,,,Small Business Loan,115400,20,Mobile App,Rejected,Low Credit Score
APP0012418,C007467,2025-10-03,2025-10-04,,,Auto Loan,1112500,42,Branch,Rejected,High DTI
APP0012764,C001275,2025-10-03,2025-10-06,2025-10-08,2025-10-11,Personal Loan,171100,29,Online,Approved,
APP0013529,C003063,2025-10-03,2025-10-06,,,Consumer Loan,115200,13,Mobile App,Rejected,High DTI
APP0014646,C009629,2025-10-03,2025-10-04,,,Auto Loan,1385700,38,Mobile App,Rejected,High DTI
APP0016107,C006996,2025-10-03,2025-10-04,,,Auto Loan,351700,46,Branch,Rejected,High DTI
APP0016244,C006109,2025-10-03,2025-10-04,,,Small Business Loan,1826500,26,Call Center,Rejected,High DTI
APP0018744,C006818,2025-10-03,2025-10-04,,,Personal Loan,224600,26,Branch,Rejected,High DTI
APP0019402,C009462,2025-10-03,2025-10-06,,,Small Business Loan,1921600,37,Branch,Rejected,High DTI
APP0019685,C004202,2025-10-03,2025-10-05,,,Auto Loan,862200,13,Mobile App,Rejected,Low Credit Score
APP0021252,C004623,2025-10-03,2025-10-04,,,Auto Loan,417800,29,Branch,Rejected,High DTI
APP0024806,C000994,2025-10-03,2025-10-04,,,Small Business Loan,746700,49,Online,Rejected,Low Credit Score
APP0025354,C008882,2025-10-03,2025-10-05,,,Personal Loan,287600,14,Mobile App,Rejected,High DTI
APP0027564,C008163,2025-10-03,2025-10-05,,,Personal Loan,184800,7,Mobile App,Rejected,High DTI
APP0027986,C001217,2025-10-03,2025-10-04,2025-10-07,2025-10-10,Consumer Loan,42900,33,Branch,Approved,
APP0028081,C007457,2025-10-03,2025-10-06,,,Small Business Loan,987300,51,Mobile App,Rejected,High DTI
APP0028546,C009605,2025-10-03,2025-10-05,,,Small Business Loan,1238500,42,Branch,Rejected,High DTI
APP0033580,C006998,2025-10-03,2025-10-04,2025-10-07,2025-10-09,Personal Loan,85800,12,Online,Approved,
APP0033822,C008641,2025-10-03,2025-10-06,,,Personal Loan,281600,17,Mobile App,Rejected,Low Credit Score
APP0036752,C006617,2025-10-03,2025-10-05,,,Auto Loan,1405700,37,Branch,Rejected,Short Employment History
APP0038045,C007893,2025-10-03,2025-10-06,,,Consumer Loan,96400,29,Agent,Rejected,High DTI
APP0043484,C002403,2025-10-03,2025-10-06,,,Auto Loan,959500,46,Branch,Rejected,Short Employment History
APP0043687,C010174,2025-10-03,2025-10-06,2025-10-08,2025-10-11,Personal Loan,99500,38,Mobile App,Approved,
APP0044548,C010725,2025-10-03,2025-10-04,,,Small Business Loan,916000,23,Mobile App,Rejected,High DTI
APP0044810,C001758,2025-10-03,2025-10-06,,,Auto Loan,916700,42,Mobile App,Rejected,High DTI
APP0045292,C005798,2025-10-03,2025-10-06,,,Personal Loan,283200,10,Agent,Rejected,Low Credit Score
APP0045326,C003332,2025-10-03,2025-10-04,2025-10-05,2025-10-06,Personal Loan,110200,33,Call Center,Approved,
APP0045773,C010904,2025-10-03,2025-10-05,,,Personal Loan,79800,13,Online,Rejected,High DTI
APP0048074,C009694,2025-10-03,2025-10-06,,,Auto Loan,1198100,28,Branch,Rejected,Low Credit Score
APP0048191,C009623,2025-10-03,2025-10-06,,,Auto Loan,1096300,55,Online,Rejected,High DTI
APP0048549,C009785,2025-10-03,2025-10-05,,,Personal Loan,113900,39,Branch,Rejected,Incomplete Documentation
APP0048762,C010982,2025-10-03,2025-10-04,,,Consumer Loan,144000,8,Online,Rejected,Insufficient Income
APP0050928,C003667,2025-10-03,2025-10-05,,,Auto Loan,747200,36,Branch,Rejected,High DTI
APP0051634,C004691,2025-10-03,2025-10-06,,,Small Business Loan,398400,31,Mobile App,Rejected,High DTI
APP0053722,C002436,2025-10-03,2025-10-04,,,Personal Loan,257500,25,Branch,Rejected,High DTI
APP0055595,C002431,2025-10-03,2025-10-04,,,Personal Loan,280800,20,Mobile App,Rejected,High DTI
APP0057582,C006164,2025-10-03,2025-10-06,,,Personal Loan,91900,28,Mobile App,Rejected,Incomplete Documentation
APP0060150,C008937,2025-10-03,2025-10-04,,,Personal Loan,83400,20,Branch,Rejected,Incomplete Documentation
APP0062494,C003973,2025-10-03,2025-10-06,,,Auto Loan,1308800,26,Branch,Rejected,High DTI
APP0063041,C000050,2025-10-03,2025-10-06,,,Personal Loan,258600,48,Branch,Rejected,High DTI
APP0064158,C010663,2025-10-03,2025-10-05,,,Small Business Loan,438400,23,Mobile App,Rejected,High DTI
APP0066131,C010231,2025-10-03,2025-10-05,,,Consumer Loan,138100,24,Branch,Rejected,High DTI
APP0071091,C007216,2025-10-03,2025-10-05,,,Consumer Loan,88100,25,Mobile App,Rejected,High DTI
APP0077083,C005357,2025-10-03,2025-10-06,,,Auto Loan,955800,34,Mobile App,Rejected,High DTI
APP0077350,C009303,2025-10-03,2025-10-06,,,Consumer Loan,112800,34,Online,Rejected,High DTI
APP0079147,C003388,2025-10-03,2025-10-04,,,Auto Loan,756700,54,Call Center,Rejected,High DTI
APP0079310,C004652,2025-10-03,2025-10-05,,,Consumer Loan,111500,34,Branch,Rejected,High DTI
APP0080234,C008427,2025-10-03,2025-10-05,,,Consumer Loan,129600,34,Mobile App,Rejected,High DTI
APP0002100,C008411,2025-10-04,2025-10-06,2025-10-08,2025-10-08,Personal Loan,122500,10,Branch,Approved,
APP0003247,C007745,2025-10-04,2025-10-06,,,Personal Loan,242000,14,Branch,Rejected,High DTI
APP0003315,C004474,2025-10-04,2025-10-06,,,Personal Loan,134000,12,Online,Rejected,High DTI
APP0005504,C005443,2025-10-04,2025-10-06,,,Personal Loan,245900,25,Mobile App,Rejected,High DTI
APP0006233,C000224,2025-10-04,2025-10-07,,,Auto Loan,758800,48,Mobile App,Rejected,Low Credit Score
APP0006763,C010994,2025-10-04,2025-10-05,,,Small Business Loan,399400,24,Online,Rejected,High DTI
APP0007626,C003325,2025-10-04,2025-10-05,,,Auto Loan,1243600,13,Branch,Rejected,High DTI
APP0007870,C004713,2025-10-04,2025-10-07,2025-10-11,2025-10-11,Consumer Loan,106900,12,Branch,Approved,
APP0008854,C003023,2025-10-04,2025-10-05,2025-10-07,2025-10-09,Consumer Loan,128700,28,Mobile App,Approved,
APP0009333,C001318,2025-10-04,2025-10-06,2025-10-10,2025-10-10,Personal Loan,178500,41,Branch,Approved,
APP0017312,C003369,2025-10-04,2025-10-05,,,Personal Loan,77100,18,Mobile App,Rejected,Low Credit Score
APP0017352,C008148,2025-10-04,2025-10-06,2025-10-07,2025-10-09,Personal Loan,70400,44,Branch,Approved,
APP0018393,C002236,2025-10-04,2025-10-06,,,Consumer Loan,27800,17,Mobile App,Withdrawn,
APP0024882,C009369,2025-10-04,2025-10-07,2025-10-08,2025-10-10,Auto Loan,292600,33,Call Center,Approved,
APP0027599,C010147,2025-10-04,2025-10-07,2025-10-08,2025-10-08,Personal Loan,49600,42,Agent,Approved,
APP0030261,C010866,2025-10-04,2025-10-05,,,Consumer Loan,79400,10,Branch,Rejected,Low Credit Score
APP0031205,C001653,2025-10-04,2025-10-06,,,Personal Loan,64300,43,Call Center,Rejected,Short Employment History
APP0031718,C010053,2025-10-04,2025-10-07,,,Personal Loan,216100,25,Branch,Rejected,High DTI
APP0032191,C010140,2025-10-04,2025-10-05,,,Small Business Loan,966700,41,Mobile App,Rejected,High DTI
APP0034218,C009917,2025-10-04,2025-10-05,2025-10-08,2025-10-08,Personal Loan,169700,36,Mobile App,Approved,
APP0034942,C000839,2025-10-04,2025-10-05,,,Personal Loan,60900,6,Online,Rejected,High DTI
APP0038101,C003210,2025-10-04,2025-10-06,,,Auto Loan,734400,14,Branch,Rejected,High DTI
APP0049157,C006317,2025-10-04,2025-10-07,,,Personal Loan,79700,13,Online,Rejected,High DTI
APP0054594,C008857,2025-10-04,2025-10-06,2025-10-10,2025-10-12,Personal Loan,81300,31,Branch,Approved,
APP0054820,C007209,2025-10-04,2025-10-07,,,Auto Loan,372700,26,Branch,Rejected,High DTI
